//Infinity SDlogger
//Ver0.33
[Head]
SondeName=ASTD152-ALC-R02
SondeNo=0315
SensorType=D0D1T1C1C2K0U3O0TOB0
Channel=10
DelayTime=0
PreHeat=5000
MeasMode=0
BurstTime=1
BurstCnt=1
Interval=1000
SampleCnt=7135      
StartTime=2022/09/27 08:53:37
EndTime=2022/09/27 10:52:31
DepAdjRho=1.0250
ECA=0
ECB=1
ECDeg=25
ECCoef=0.022
CHLA=0
CHLB=1
CoefDate=2018/08/27
Ch1=-7.027595e-01,+2.161007e-04,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch2=0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch3=-5.714067e+00,+1.062201e-03,-1.196327e-08,+2.638040e-13,-3.010376e-18,+2.176796e-23,+0.000000e+00,+0.000000e+00,
Ch4=+5.010445e-02,+3.809940e+01,+3.164015e-02,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch5=0.000000000e00,1.0000000000000,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch6=-4.734926e+00,+7.539691e-03,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch7=-8.423751e+00,+1.271962e-02,+6.610446e-08,+2.867850e-14,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch8=-4.240523e+01,+2.142968e+06,-5.590543e+03,+1.189900e-02,+4.000000e-03,+1.082000e-04,+0.000000e+00,+1.000000e+00,
Ch9=-5.569065e+00,+1.069652e-03,-1.276158e-08,+2.996936e-13,-3.733113e-18,+2.715745e-23,+0.000000e+00,+0.000000e+00,
Ch10=0.000000000e00,3.484000000e-03,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
BuzzerEN=0
BuzzerInterval=1
COMMENT= 
SensorType2=06070303000202020302
BuzzerNumber=1
DepM=0
CondDepB=0
FilmNo=175120BA
[Item]
日付情報,時刻情報,深度 [m],水温 [℃],塩分 [ ],電導度 [mS/cm],EC25 [μS/cm],Density [kg/m^3],σT [ ],Chl-Flu. [ppb],Chl-a [μg/l],濁度中ﾚﾝｼﾞ [FTU],DO [%],Weiss-DO [mg/l],電池電圧 [V],G&G-DO [mg/l],B&K-DO [mg/l],
2022/09/27,09:14:03,0.0000,26.278,0.038,0.071,69.187,996.740,-3.260,0.20,0.20,-0.03,100.01,7.934,8.17,7.956,7.956,
2022/09/27,09:14:04,0.0000,26.306,0.038,0.071,69.162,996.733,-3.267,0.22,0.22,-0.03,99.92,7.924,8.18,7.946,7.946,
2022/09/27,09:14:05,-0.0215,26.249,0.038,0.071,69.260,996.748,-3.252,0.19,0.19,-0.03,99.84,7.924,8.18,7.946,7.947,
2022/09/27,09:14:06,0.0000,26.233,0.039,0.071,69.308,996.752,-3.248,0.20,0.20,-0.03,99.89,7.923,8.19,7.945,7.945,
2022/09/27,09:14:07,0.0000,26.389,0.038,0.071,69.032,996.710,-3.290,0.20,0.20,-0.03,99.91,7.918,8.19,7.940,7.940,
2022/09/27,09:14:08,-0.0215,26.401,0.038,0.071,69.103,996.707,-3.293,0.20,0.20,-0.03,99.91,7.925,8.19,7.947,7.947,
2022/09/27,09:14:09,-0.0215,26.351,0.038,0.071,69.128,996.720,-3.280,0.19,0.19,-0.03,100.08,7.945,8.18,7.967,7.967,
2022/09/27,09:14:10,-0.0215,26.287,0.038,0.071,69.232,996.738,-3.262,0.19,0.19,-0.04,100.09,7.945,8.19,7.967,7.968,
2022/09/27,09:14:11,-0.0215,26.284,0.039,0.071,69.302,996.739,-3.261,0.23,0.23,-0.04,99.92,7.922,8.18,7.944,7.944,
2022/09/27,09:14:12,0.0000,26.329,0.038,0.071,69.169,996.727,-3.273,0.17,0.17,-0.04,99.94,7.918,8.18,7.940,7.940,
2022/09/27,09:14:13,-0.0215,26.377,0.038,0.071,69.095,996.713,-3.286,0.24,0.24,-0.05,99.89,7.908,8.19,7.930,7.931,
2022/09/27,09:14:14,0.0000,26.383,0.039,0.071,69.207,996.712,-3.288,0.20,0.20,-0.01,99.95,7.915,8.17,7.937,7.937,
2022/09/27,09:14:15,-0.0215,26.426,0.038,0.071,69.102,996.700,-3.300,0.26,0.26,-0.05,100.02,7.924,8.19,7.946,7.946,
2022/09/27,09:14:16,-0.0215,26.308,0.039,0.071,69.286,996.732,-3.268,0.12,0.12,-0.04,100.05,7.926,8.18,7.948,7.949,
2022/09/27,09:14:17,-0.0215,26.389,0.039,0.071,69.276,996.710,-3.290,0.29,0.29,-0.05,100.10,7.929,8.19,7.951,7.951,
2022/09/27,09:14:18,-0.0215,26.423,0.038,0.071,69.166,996.701,-3.299,0.12,0.12,-0.05,100.01,7.922,8.18,7.943,7.944,
2022/09/27,09:14:19,-0.0215,26.470,0.038,0.071,69.094,996.688,-3.312,0.29,0.29,-0.05,99.98,7.915,8.19,7.937,7.938,
2022/09/27,09:14:20,-0.0215,26.527,0.038,0.071,68.946,996.673,-3.327,0.12,0.12,-0.05,99.90,7.898,8.19,7.920,7.920,
2022/09/27,09:14:21,-0.0215,26.542,0.038,0.071,68.915,996.669,-3.331,0.31,0.31,-0.03,99.85,7.895,8.19,7.917,7.917,
2022/09/27,09:14:22,-0.0215,26.520,0.038,0.071,68.927,996.675,-3.325,0.10,0.10,-0.03,99.96,7.914,8.19,7.936,7.936,
2022/09/27,09:14:23,-0.0215,26.460,0.038,0.071,69.127,996.691,-3.309,0.32,0.32,-0.01,100.04,7.928,8.19,7.950,7.951,
2022/09/27,09:14:24,0.0000,26.420,0.038,0.071,69.133,996.702,-3.298,0.09,0.09,-0.01,100.03,7.919,8.18,7.941,7.941,
2022/09/27,09:14:25,-0.0215,26.482,0.038,0.071,69.038,996.685,-3.315,0.32,0.32,0.00,100.04,7.916,8.18,7.938,7.939,
2022/09/27,09:14:26,-0.0215,26.516,0.038,0.071,69.007,996.676,-3.324,0.08,0.08,0.00,99.89,7.897,8.18,7.919,7.919,
2022/09/27,09:14:27,-0.0215,26.530,0.038,0.071,68.897,996.672,-3.328,0.31,0.31,0.00,99.83,7.887,8.19,7.909,7.909,
2022/09/27,09:14:28,-0.0215,26.628,0.038,0.071,68.698,996.645,-3.354,0.08,0.08,0.01,99.73,7.876,8.18,7.898,7.899,
2022/09/27,09:14:29,-0.0215,26.721,0.038,0.071,68.506,996.620,-3.380,0.32,0.32,0.01,99.77,7.875,8.17,7.897,7.897,
2022/09/27,09:14:30,-0.0215,26.830,0.038,0.071,68.034,996.590,-3.410,0.11,0.11,0.01,99.65,7.862,8.19,7.884,7.885,
2022/09/27,09:14:31,-0.0215,26.792,0.038,0.071,67.861,996.600,-3.399,0.29,0.29,0.01,99.52,7.850,8.19,7.872,7.872,
2022/09/27,09:14:32,-0.0215,26.731,0.038,0.071,67.927,996.617,-3.383,0.11,0.11,0.03,99.69,7.874,8.16,7.896,7.896,
2022/09/27,09:14:33,-0.0215,26.727,0.038,0.071,68.030,996.618,-3.381,0.27,0.27,0.01,99.73,7.878,8.18,7.899,7.900,
2022/09/27,09:14:34,-0.0215,26.681,0.038,0.071,68.195,996.631,-3.369,0.13,0.13,0.01,99.71,7.877,8.19,7.899,7.899,
2022/09/27,09:14:35,-0.0215,26.721,0.038,0.071,68.003,996.620,-3.380,0.27,0.27,0.00,99.70,7.874,8.18,7.896,7.896,
2022/09/27,09:14:36,-0.0215,26.665,0.038,0.071,68.096,996.635,-3.365,0.15,0.15,0.01,99.74,7.884,8.19,7.906,7.906,
2022/09/27,09:14:37,0.0000,26.522,0.038,0.071,68.551,996.674,-3.326,0.17,0.17,-0.03,99.79,7.890,8.19,7.912,7.913,
2022/09/27,09:14:38,-0.0215,26.460,0.038,0.071,68.709,996.691,-3.309,0.24,0.24,-0.04,99.85,7.901,8.18,7.923,7.923,
2022/09/27,09:14:39,-0.0215,26.485,0.038,0.071,68.650,996.684,-3.316,0.14,0.14,-0.05,99.93,7.913,8.18,7.935,7.935,
2022/09/27,09:14:40,-0.0215,26.575,0.038,0.071,68.459,996.660,-3.340,0.28,0.28,-0.03,99.92,7.912,8.18,7.934,7.934,
2022/09/27,09:14:41,-0.0215,26.503,0.038,0.071,68.661,996.679,-3.321,0.13,0.13,-0.05,100.02,7.925,8.17,7.947,7.948,
2022/09/27,09:14:42,-0.0215,26.456,0.038,0.071,68.720,996.692,-3.308,0.31,0.31,-0.04,100.02,7.920,8.18,7.942,7.942,
2022/09/27,09:14:43,0.0000,26.429,0.038,0.071,68.837,996.699,-3.301,0.20,0.20,-0.01,99.91,7.907,8.19,7.929,7.929,
2022/09/27,09:14:44,-0.0215,26.506,0.038,0.071,68.814,996.679,-3.321,0.32,0.32,-0.01,99.88,7.904,8.16,7.926,7.926,
2022/09/27,09:14:45,-0.0215,26.431,0.038,0.071,68.841,996.699,-3.301,0.09,0.09,0.00,100.14,7.929,8.17,7.951,7.952,
2022/09/27,09:14:46,-0.0215,26.484,0.038,0.071,68.886,996.684,-3.315,0.32,0.32,0.01,100.04,7.916,8.19,7.938,7.938,
2022/09/27,09:14:47,0.0000,26.481,0.038,0.071,68.852,996.685,-3.315,0.11,0.11,0.01,100.00,7.909,8.18,7.931,7.931,
2022/09/27,09:14:48,-0.0215,26.557,0.038,0.071,68.779,996.665,-3.335,0.29,0.29,0.01,99.94,7.902,8.19,7.924,7.924,
2022/09/27,09:14:49,-0.0215,26.553,0.038,0.071,68.839,996.666,-3.334,0.19,0.19,-0.01,100.07,7.919,8.18,7.941,7.942,
2022/09/27,09:14:50,-0.0215,26.608,0.038,0.071,68.724,996.651,-3.349,0.25,0.25,-0.01,100.03,7.913,8.19,7.935,7.935,
2022/09/27,09:14:51,-0.0215,26.702,0.038,0.071,68.501,996.625,-3.375,0.16,0.16,0.00,100.03,7.906,8.19,7.928,7.928,
2022/09/27,09:14:52,-0.0215,26.765,0.038,0.071,68.314,996.608,-3.392,0.19,0.19,-0.03,99.81,7.875,8.17,7.897,7.897,
2022/09/27,09:14:53,-0.0215,26.849,0.038,0.071,67.889,996.585,-3.415,0.22,0.22,-0.04,99.68,7.855,8.18,7.877,7.878,
2022/09/27,09:14:54,-0.0215,26.874,0.038,0.071,67.848,996.578,-3.422,0.17,0.17,-0.05,99.69,7.865,8.19,7.887,7.887,
2022/09/27,09:14:55,-0.0215,26.935,0.038,0.071,67.684,996.561,-3.439,0.28,0.28,-0.05,99.73,7.859,8.19,7.881,7.881,
2022/09/27,09:14:56,-0.0215,26.993,0.038,0.070,67.478,996.545,-3.454,0.11,0.11,-0.03,99.65,7.844,8.19,7.866,7.866,
2022/09/27,09:14:57,-0.0215,27.047,0.038,0.070,67.453,996.530,-3.469,0.32,0.32,-0.01,99.59,7.840,8.19,7.862,7.863,
2022/09/27,09:14:58,-0.0215,26.990,0.038,0.071,67.623,996.546,-3.454,0.10,0.10,0.01,99.73,7.859,8.19,7.881,7.882,
2022/09/27,09:14:59,-0.0215,26.907,0.038,0.071,67.761,996.569,-3.431,0.30,0.30,0.09,99.73,7.864,8.18,7.885,7.886,
2022/09/27,09:15:00,0.0000,26.915,0.038,0.071,67.764,996.567,-3.433,0.11,0.11,0.03,99.68,7.861,8.17,7.882,7.883,
2022/09/27,09:15:01,-0.0215,26.785,0.038,0.071,67.961,996.603,-3.397,0.25,0.25,0.00,99.78,7.881,8.18,7.903,7.903,
2022/09/27,09:15:02,-0.0215,26.760,0.038,0.071,67.986,996.609,-3.391,0.20,0.20,-0.03,99.85,7.884,8.18,7.906,7.906,
2022/09/27,09:15:03,-0.0215,26.839,0.038,0.070,67.714,996.588,-3.412,0.19,0.19,-0.04,99.57,7.855,8.19,7.877,7.878,
2022/09/27,09:15:04,-0.0215,26.834,0.038,0.070,67.709,996.589,-3.411,0.26,0.26,-0.04,99.64,7.864,8.19,7.886,7.886,
2022/09/27,09:15:05,-0.0215,26.750,0.038,0.071,67.992,996.612,-3.388,0.13,0.13,-0.04,99.64,7.866,8.17,7.888,7.888,
2022/09/27,09:15:06,-0.0215,26.745,0.038,0.071,67.935,996.613,-3.387,0.29,0.29,-0.04,99.74,7.871,8.19,7.892,7.893,
2022/09/27,09:15:07,-0.0215,26.614,0.038,0.071,68.476,996.649,-3.351,0.10,0.10,-0.01,99.72,7.876,8.19,7.898,7.898,
2022/09/27,09:15:08,-0.0215,26.576,0.038,0.071,68.535,996.659,-3.341,0.32,0.32,-0.03,99.66,7.866,8.18,7.888,7.888,
2022/09/27,09:15:09,-0.0215,26.636,0.038,0.071,68.424,996.643,-3.357,0.09,0.09,0.00,99.76,7.871,8.18,7.893,7.893,
2022/09/27,09:15:10,-0.0215,26.508,0.038,0.071,68.659,996.678,-3.322,0.32,0.32,0.01,99.61,7.861,8.18,7.883,7.883,
2022/09/27,09:15:11,-0.0215,26.534,0.038,0.071,68.607,996.671,-3.329,0.10,0.10,0.03,99.79,7.886,8.19,7.908,7.908,
2022/09/27,09:15:12,-0.0215,26.592,0.038,0.071,68.613,996.655,-3.345,0.30,0.30,0.01,99.88,7.897,8.17,7.919,7.919,
2022/09/27,09:15:13,-0.0215,26.627,0.038,0.071,68.533,996.646,-3.354,0.14,0.14,0.00,99.74,7.874,8.18,7.896,7.896,
2022/09/27,09:15:14,-0.0215,26.672,0.038,0.071,68.406,996.634,-3.366,0.26,0.26,0.01,99.55,7.854,8.19,7.876,7.876,
2022/09/27,09:15:15,-0.0215,26.690,0.038,0.071,68.348,996.629,-3.371,0.18,0.18,-0.01,99.54,7.850,8.18,7.872,7.873,
2022/09/27,09:15:16,-0.0215,26.670,0.038,0.071,68.374,996.634,-3.366,0.17,0.17,-0.04,99.61,7.859,8.18,7.881,7.881,
2022/09/27,09:15:17,-0.0215,26.502,0.038,0.071,68.613,996.680,-3.320,0.26,0.26,-0.04,99.59,7.870,8.18,7.892,7.892,
2022/09/27,09:15:18,-0.0215,26.428,0.038,0.071,68.786,996.700,-3.300,0.20,0.20,-0.03,99.80,7.891,8.16,7.913,7.913,
2022/09/27,09:15:19,-0.0215,26.410,0.038,0.071,68.883,996.705,-3.295,0.29,0.29,-0.04,99.65,7.878,8.17,7.900,7.901,
2022/09/27,09:15:20,-0.0430,26.266,0.038,0.071,69.061,996.743,-3.257,0.11,0.11,-0.04,99.80,7.899,8.18,7.921,7.921,
2022/09/27,09:15:21,-0.0215,26.201,0.038,0.071,69.261,996.761,-3.239,0.32,0.32,-0.03,99.96,7.934,8.18,7.956,7.956,
2022/09/27,09:15:22,-0.0215,26.298,0.038,0.071,69.106,996.735,-3.265,0.67,0.67,34.02,99.85,7.916,8.20,7.938,7.939,
2022/09/27,09:15:23,-0.0215,26.373,0.038,0.071,69.051,996.715,-3.285,0.76,0.76,35.42,100.00,7.915,8.18,7.937,7.937,
2022/09/27,09:15:24,-0.0215,26.467,0.038,0.071,68.936,996.689,-3.311,0.73,0.73,35.07,99.76,7.890,8.17,7.912,7.912,
2022/09/27,09:15:25,-0.0215,26.540,0.038,0.071,68.787,996.669,-3.330,0.68,0.68,35.26,99.57,7.870,8.18,7.892,7.892,
2022/09/27,09:15:26,-0.0215,26.504,0.038,0.071,68.803,996.679,-3.321,0.75,0.75,35.40,99.74,7.894,8.17,7.915,7.916,
2022/09/27,09:15:27,-0.0430,26.559,0.038,0.071,68.507,996.664,-3.336,0.09,0.09,0.06,99.61,7.872,8.19,7.894,7.894,
2022/09/27,09:15:28,-0.0215,26.740,0.038,0.071,68.127,996.615,-3.385,0.26,0.26,0.01,99.38,7.842,8.18,7.864,7.864,
2022/09/27,09:15:29,-0.0215,26.604,0.038,0.071,68.362,996.652,-3.348,0.17,0.17,0.00,99.45,7.857,8.19,7.879,7.880,
2022/09/27,09:15:30,-0.0215,26.704,0.038,0.070,67.832,996.625,-3.375,0.20,0.20,-0.01,99.32,7.845,8.19,7.867,7.868,
2022/09/27,09:15:31,-0.0215,26.823,0.038,0.070,67.327,996.592,-3.408,0.25,0.25,-0.04,99.41,7.848,8.17,7.869,7.870,
2022/09/27,09:15:32,-0.0215,26.812,0.038,0.070,66.880,996.595,-3.405,0.11,0.11,-0.01,99.32,7.843,8.19,7.864,7.865,
2022/09/27,09:15:33,-0.0215,26.751,0.038,0.070,66.989,996.612,-3.388,0.32,0.32,-0.01,99.33,7.841,8.16,7.863,7.863,
2022/09/27,09:15:34,-0.0215,26.694,0.038,0.069,66.925,996.627,-3.373,0.65,0.65,27.09,99.10,7.821,8.18,7.842,7.843,
2022/09/27,09:15:35,-0.0215,26.495,0.038,0.070,67.519,996.681,-3.319,0.30,0.30,0.03,99.35,7.858,8.17,7.880,7.880,
2022/09/27,09:15:36,-0.0215,26.134,0.038,0.070,68.627,996.778,-3.222,0.14,0.14,0.01,99.66,7.926,8.17,7.948,7.949,
2022/09/27,09:15:37,-0.0215,25.925,0.038,0.071,69.169,996.834,-3.166,0.20,0.20,-0.01,99.89,7.971,8.16,7.993,7.993,
2022/09/27,09:15:38,-0.0215,25.929,0.038,0.071,69.250,996.833,-3.167,0.25,0.25,-0.04,100.01,7.977,8.18,7.999,8.000,
2022/09/27,09:15:39,-0.0215,25.904,0.038,0.071,69.356,996.840,-3.160,0.11,0.11,-0.03,100.01,7.980,8.19,8.002,8.002,
2022/09/27,09:15:40,-0.0215,25.923,0.038,0.071,69.383,996.835,-3.165,0.31,0.31,-0.01,99.87,7.969,8.18,7.991,7.991,
2022/09/27,09:15:41,-0.0215,25.960,0.038,0.071,69.327,996.825,-3.175,0.09,0.09,0.00,99.93,7.980,8.18,8.001,8.002,
2022/09/27,09:15:42,-0.0215,25.953,0.038,0.071,69.300,996.827,-3.173,0.29,0.29,0.01,99.99,7.990,8.17,8.012,8.012,
2022/09/27,09:15:43,-0.0215,25.902,0.038,0.071,69.442,996.840,-3.160,0.15,0.15,0.00,100.12,8.010,8.19,8.032,8.032,
2022/09/27,09:15:44,-0.0215,25.937,0.038,0.071,69.481,996.831,-3.169,0.20,0.20,-0.03,99.95,7.993,8.18,8.015,8.016,
2022/09/27,09:15:45,-0.0430,26.007,0.038,0.071,69.326,996.812,-3.187,0.25,0.25,-0.04,100.03,7.992,8.18,8.014,8.015,
2022/09/27,09:15:46,-0.0430,26.120,0.038,0.071,69.184,996.782,-3.218,0.11,0.11,-0.03,99.96,7.973,8.19,7.995,7.995,
2022/09/27,09:15:47,-0.0215,26.182,0.038,0.071,69.073,996.766,-3.234,0.20,0.20,-0.01,99.90,7.959,8.18,7.981,7.981,
2022/09/27,09:15:48,-0.0215,26.227,0.038,0.071,69.014,996.754,-3.246,0.09,0.09,0.01,99.91,7.950,8.19,7.972,7.973,
2022/09/27,09:15:49,-0.0215,26.217,0.038,0.071,68.994,996.756,-3.244,0.25,0.25,0.00,99.79,7.944,8.19,7.965,7.966,
2022/09/27,09:15:50,-0.0215,26.323,0.038,0.071,68.785,996.728,-3.272,0.21,0.21,-0.03,99.69,7.924,8.17,7.946,7.947,
2022/09/27,09:15:51,-0.0215,26.493,0.038,0.070,68.031,996.682,-3.318,0.13,0.13,-0.04,99.41,7.890,8.18,7.912,7.912,
2022/09/27,09:15:52,-0.0215,26.453,0.038,0.070,68.115,996.693,-3.307,0.32,0.32,-0.03,99.47,7.897,8.19,7.919,7.919,
2022/09/27,09:15:53,-0.0215,26.464,0.038,0.070,68.069,996.690,-3.310,0.20,0.20,-0.01,99.44,7.889,8.16,7.911,7.911,
2022/09/27,09:15:54,-0.0215,26.421,0.038,0.070,68.195,996.701,-3.299,0.26,0.26,0.01,99.51,7.899,8.19,7.921,7.921,
2022/09/27,09:15:55,-0.0215,26.408,0.038,0.070,68.346,996.705,-3.295,0.25,0.25,-0.04,99.53,7.901,8.19,7.923,7.923,
2022/09/27,09:15:56,-0.0215,26.449,0.038,0.070,68.146,996.694,-3.306,0.10,0.10,-0.01,99.45,7.893,8.19,7.914,7.915,
2022/09/27,09:15:57,-0.0215,26.425,0.038,0.070,68.179,996.700,-3.300,0.29,0.29,0.00,99.47,7.884,8.18,7.906,7.906,
2022/09/27,09:15:58,-0.0215,26.389,0.038,0.070,68.306,996.710,-3.290,0.14,0.14,0.01,99.52,7.888,8.17,7.910,7.910,
2022/09/27,09:15:59,-0.0215,26.372,0.038,0.070,68.416,996.715,-3.285,0.21,0.21,-0.03,99.57,7.888,8.17,7.910,7.910,
2022/09/27,09:16:00,-0.0215,26.381,0.038,0.071,68.465,996.712,-3.288,0.27,0.27,-0.04,99.56,7.881,8.18,7.903,7.904,
2022/09/27,09:16:01,-0.0215,26.461,0.038,0.071,68.329,996.691,-3.309,0.11,0.11,-0.01,99.56,7.875,8.19,7.897,7.898,
2022/09/27,09:16:02,-0.0215,26.381,0.038,0.071,68.496,996.712,-3.288,0.29,0.29,0.00,99.66,7.897,8.18,7.918,7.919,
2022/09/27,09:16:03,-0.0215,26.341,0.038,0.071,68.651,996.723,-3.277,0.11,0.11,0.03,99.88,7.932,8.16,7.954,7.955,
2022/09/27,09:16:04,-0.0215,26.278,0.038,0.071,68.819,996.740,-3.260,0.20,0.20,-0.01,99.98,7.935,8.18,7.957,7.958,
2022/09/27,09:16:05,-0.0215,26.254,0.038,0.071,68.893,996.746,-3.254,0.28,0.28,-0.04,99.81,7.920,8.19,7.942,7.942,
2022/09/27,09:16:06,-0.0215,26.287,0.038,0.071,68.869,996.738,-3.262,0.10,0.10,-0.01,99.84,7.921,8.19,7.943,7.943,
2022/09/27,09:16:07,-0.0215,26.274,0.038,0.071,68.848,996.741,-3.259,0.31,0.31,0.01,99.81,7.920,8.17,7.942,7.942,
2022/09/27,09:16:08,-0.0215,26.308,0.038,0.071,68.862,996.732,-3.268,0.15,0.15,0.00,99.80,7.920,8.17,7.942,7.942,
2022/09/27,09:16:09,-0.0215,26.364,0.038,0.071,68.754,996.717,-3.283,0.19,0.19,-0.01,99.81,7.916,8.17,7.938,7.939,
2022/09/27,09:16:10,-0.0215,26.328,0.038,0.071,68.762,996.727,-3.273,0.28,0.28,-0.04,99.82,7.916,8.18,7.937,7.938,
2022/09/27,09:16:11,-0.0215,26.360,0.038,0.071,68.782,996.718,-3.282,0.10,0.10,-0.01,99.76,7.905,8.16,7.927,7.927,
2022/09/27,09:16:12,-0.0215,26.436,0.038,0.071,68.477,996.697,-3.302,0.32,0.32,0.01,99.74,7.896,8.15,7.917,7.918,
2022/09/27,09:16:13,-0.0215,26.507,0.038,0.071,68.280,996.678,-3.322,0.14,0.14,0.01,99.77,7.902,8.16,7.924,7.924,
2022/09/27,09:16:14,-0.0215,26.579,0.038,0.070,68.067,996.659,-3.341,0.19,0.19,-0.03,99.72,7.897,8.17,7.919,7.920,
2022/09/27,09:16:15,-0.0215,26.467,0.038,0.070,68.208,996.689,-3.311,0.29,0.29,-0.04,99.66,7.894,8.18,7.915,7.916,
2022/09/27,09:16:16,-0.0215,26.314,0.038,0.071,68.664,996.730,-3.270,0.09,0.09,0.00,99.93,7.941,8.17,7.963,7.963,
2022/09/27,09:16:17,-0.0215,26.232,0.038,0.071,68.817,996.752,-3.248,0.29,0.29,0.01,99.94,7.948,8.18,7.970,7.970,
2022/09/27,09:16:18,-0.0215,26.308,0.038,0.071,68.786,996.732,-3.268,0.20,0.20,-0.03,100.10,7.970,8.18,7.992,7.993,
2022/09/27,09:16:19,0.0000,26.327,0.038,0.071,68.777,996.727,-3.273,0.13,0.13,-0.04,100.04,7.958,8.18,7.980,7.981,
2022/09/27,09:16:20,-0.0215,26.426,0.038,0.071,68.552,996.700,-3.300,0.31,0.31,-0.01,100.02,7.952,8.19,7.973,7.974,
2022/09/27,09:16:21,-0.0215,26.456,0.038,0.071,68.481,996.692,-3.308,0.11,0.11,0.00,99.97,7.940,8.18,7.962,7.962,
2022/09/27,09:16:22,-0.0215,26.561,0.038,0.071,68.333,996.663,-3.336,0.22,0.22,-0.01,99.83,7.918,8.16,7.940,7.940,
2022/09/27,09:16:23,-0.0215,26.647,0.038,0.071,68.046,996.640,-3.360,0.22,0.22,-0.03,99.82,7.911,8.18,7.933,7.933,
2022/09/27,09:16:24,-0.0215,26.682,0.038,0.070,67.912,996.630,-3.369,0.12,0.12,-0.03,99.81,7.910,8.18,7.931,7.932,
2022/09/27,09:16:25,-0.0215,26.748,0.038,0.070,67.704,996.613,-3.387,0.31,0.31,-0.01,99.75,7.898,8.17,7.920,7.920,
2022/09/27,09:16:26,-0.0215,26.770,0.038,0.070,67.687,996.607,-3.393,0.12,0.12,0.01,99.60,7.882,8.18,7.903,7.904,
2022/09/27,09:16:27,-0.0215,26.642,0.038,0.070,67.831,996.641,-3.359,0.24,0.24,0.00,99.86,7.907,8.16,7.929,7.930,
2022/09/27,09:16:28,-0.0215,26.616,0.038,0.070,67.994,996.648,-3.351,0.26,0.26,-0.04,99.74,7.892,8.17,7.914,7.914,
2022/09/27,09:16:29,-0.0215,26.484,0.038,0.071,68.333,996.684,-3.315,0.11,0.11,-0.01,99.94,7.918,8.17,7.940,7.940,
2022/09/27,09:16:30,-0.0215,26.383,0.038,0.071,68.517,996.712,-3.288,0.31,0.31,0.01,99.84,7.923,8.19,7.945,7.946,
2022/09/27,09:16:31,-0.0215,26.434,0.038,0.071,68.496,996.698,-3.302,0.16,0.16,0.00,99.96,7.938,8.18,7.960,7.960,
2022/09/27,09:16:32,-0.0215,26.447,0.038,0.071,68.485,996.694,-3.305,0.18,0.18,-0.03,99.90,7.927,8.19,7.949,7.949,
2022/09/27,09:16:33,-0.0215,26.481,0.038,0.071,68.446,996.685,-3.315,0.29,0.29,-0.04,99.91,7.925,8.19,7.947,7.947,
2022/09/27,09:16:34,-0.0215,26.425,0.038,0.071,68.509,996.700,-3.300,0.09,0.09,0.00,99.88,7.923,8.19,7.944,7.945,
2022/09/27,09:16:35,-0.0215,26.505,0.038,0.071,68.266,996.679,-3.321,0.28,0.28,0.01,99.98,7.933,8.17,7.955,7.955,
2022/09/27,09:16:36,-0.0215,26.483,0.038,0.071,68.310,996.685,-3.315,0.21,0.21,-0.03,99.96,7.930,8.18,7.952,7.953,
2022/09/27,09:16:37,-0.0215,26.465,0.038,0.071,68.357,996.689,-3.310,0.11,0.11,-0.03,99.81,7.931,8.19,7.953,7.953,
2022/09/27,09:16:38,-0.0215,26.433,0.038,0.071,68.425,996.698,-3.302,0.31,0.31,0.00,100.06,7.955,8.19,7.977,7.977,
2022/09/27,09:16:39,-0.0215,26.396,0.038,0.070,68.315,996.708,-3.292,0.15,0.15,0.00,99.91,7.936,8.19,7.957,7.958,
2022/09/27,09:16:40,-0.0215,26.465,0.038,0.070,68.041,996.689,-3.311,0.18,0.18,-0.04,99.78,7.918,8.18,7.939,7.940,
2022/09/27,09:16:41,-0.0215,26.571,0.038,0.070,67.795,996.661,-3.339,0.30,0.30,-0.03,99.73,7.897,8.17,7.919,7.919,
2022/09/27,09:16:42,-0.0215,26.588,0.038,0.070,67.697,996.656,-3.344,0.10,0.10,0.01,99.67,7.897,8.18,7.919,7.919,
2022/09/27,09:16:43,-0.0215,26.612,0.038,0.070,67.578,996.649,-3.351,0.23,0.23,-0.01,99.83,7.911,8.18,7.933,7.934,
2022/09/27,09:16:44,-0.0215,26.614,0.038,0.070,67.506,996.649,-3.351,0.27,0.27,-0.04,99.78,7.895,8.19,7.917,7.917,
2022/09/27,09:16:45,-0.0215,26.561,0.038,0.070,67.573,996.663,-3.337,0.10,0.10,-0.01,99.63,7.888,8.19,7.910,7.911,
2022/09/27,09:16:46,-0.0215,26.410,0.038,0.070,67.955,996.704,-3.296,0.26,0.26,0.00,99.85,7.911,8.18,7.933,7.934,
