//Infinity SDlogger
//Ver0.33
[Head]
SondeName=ASTD152-ALC-R02
SondeNo=0315
SensorType=D0D1T1C1C2K0U3O0TOB0
Channel=10
DelayTime=0
PreHeat=5000
MeasMode=0
BurstTime=1
BurstCnt=1
Interval=1000
SampleCnt=7135      
StartTime=2022/09/27 08:53:37
EndTime=2022/09/27 10:52:31
DepAdjRho=1.0250
ECA=0
ECB=1
ECDeg=25
ECCoef=0.022
CHLA=0
CHLB=1
CoefDate=2018/08/27
Ch1=-7.027595e-01,+2.161007e-04,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch2=0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch3=-5.714067e+00,+1.062201e-03,-1.196327e-08,+2.638040e-13,-3.010376e-18,+2.176796e-23,+0.000000e+00,+0.000000e+00,
Ch4=+5.010445e-02,+3.809940e+01,+3.164015e-02,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch5=0.000000000e00,1.0000000000000,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch6=-4.734926e+00,+7.539691e-03,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch7=-8.423751e+00,+1.271962e-02,+6.610446e-08,+2.867850e-14,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch8=-4.240523e+01,+2.142968e+06,-5.590543e+03,+1.189900e-02,+4.000000e-03,+1.082000e-04,+0.000000e+00,+1.000000e+00,
Ch9=-5.569065e+00,+1.069652e-03,-1.276158e-08,+2.996936e-13,-3.733113e-18,+2.715745e-23,+0.000000e+00,+0.000000e+00,
Ch10=0.000000000e00,3.484000000e-03,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
BuzzerEN=0
BuzzerInterval=1
COMMENT= 
SensorType2=06070303000202020302
BuzzerNumber=1
DepM=0
CondDepB=0
FilmNo=175120BA
[Item]
日付情報,時刻情報,深度 [m],水温 [℃],塩分 [ ],電導度 [mS/cm],EC25 [μS/cm],Density [kg/m^3],σT [ ],Chl-Flu. [ppb],Chl-a [μg/l],濁度中ﾚﾝｼﾞ [FTU],DO [%],Weiss-DO [mg/l],電池電圧 [V],G&G-DO [mg/l],B&K-DO [mg/l],
2022/09/27,08:53:37,-0.0645,27.172,0.037,0.069,65.848,996.495,-3.504,0.63,0.63,35.85,99.32,7.914,8.00,7.935,7.936,
2022/09/27,08:53:38,-0.0860,27.084,0.037,0.069,65.972,996.519,-3.480,0.61,0.61,35.88,99.38,7.925,8.08,7.947,7.947,
2022/09/27,08:53:39,-0.1075,26.891,0.037,0.069,66.216,996.572,-3.427,0.61,0.61,35.93,99.42,7.939,8.15,7.961,7.961,
2022/09/27,08:53:40,-0.1075,27.026,0.037,0.069,66.094,996.535,-3.464,0.61,0.61,35.92,99.48,7.938,8.18,7.960,7.961,
2022/09/27,08:53:41,-0.0860,27.072,0.037,0.069,65.963,996.523,-3.477,0.61,0.61,35.92,99.41,7.929,8.21,7.951,7.951,
2022/09/27,08:53:42,-0.0860,27.140,0.037,0.069,65.897,996.504,-3.496,0.60,0.60,35.92,99.40,7.927,8.21,7.949,7.949,
2022/09/27,08:53:43,-0.0860,27.202,0.037,0.069,65.804,996.487,-3.513,0.63,0.63,35.96,99.32,7.915,8.21,7.936,7.937,
2022/09/27,08:53:44,-0.0860,27.279,0.037,0.069,65.683,996.465,-3.534,0.60,0.60,35.94,99.23,7.899,8.20,7.921,7.921,
2022/09/27,08:53:45,-0.0860,27.333,0.037,0.069,65.635,996.450,-3.549,0.66,0.66,36.13,99.19,7.892,8.22,7.914,7.914,
2022/09/27,08:53:46,-0.0860,27.214,0.037,0.069,65.811,996.484,-3.516,0.67,0.67,36.15,99.34,7.907,8.22,7.929,7.929,
2022/09/27,08:53:47,-0.1075,27.297,0.037,0.069,65.676,996.460,-3.539,0.62,0.62,36.10,99.31,7.903,8.22,7.924,7.925,
2022/09/27,08:53:48,-0.1075,27.232,0.037,0.069,65.747,996.478,-3.521,0.65,0.65,36.23,99.36,7.910,8.22,7.932,7.932,
2022/09/27,08:53:49,-0.0860,27.230,0.037,0.069,65.701,996.479,-3.520,0.63,0.63,36.18,99.34,7.913,8.23,7.934,7.935,
2022/09/27,08:53:50,-0.0860,27.112,0.037,0.069,65.846,996.512,-3.488,0.20,0.20,0.12,99.38,7.922,8.22,7.943,7.944,
2022/09/27,08:53:51,-0.0860,27.123,0.037,0.069,65.778,996.509,-3.491,0.23,0.23,0.03,99.40,7.918,8.22,7.940,7.940,
2022/09/27,08:53:52,-0.1075,27.208,0.037,0.069,65.650,996.485,-3.514,0.20,0.20,0.00,99.39,7.914,8.21,7.935,7.936,
2022/09/27,08:53:53,-0.1075,27.218,0.037,0.069,65.634,996.482,-3.517,0.22,0.22,0.00,99.35,7.907,8.24,7.929,7.929,
2022/09/27,08:53:54,-0.1075,27.143,0.037,0.069,65.761,996.503,-3.496,0.20,0.20,0.00,99.26,7.902,8.24,7.924,7.924,
2022/09/27,08:53:55,-0.0860,27.182,0.037,0.069,65.688,996.492,-3.507,0.21,0.21,0.00,99.36,7.907,8.23,7.928,7.929,
2022/09/27,08:53:56,-0.0860,27.123,0.037,0.069,65.825,996.509,-3.491,0.27,0.27,6.73,99.45,7.918,8.23,7.940,7.940,
2022/09/27,08:53:57,-0.0860,26.996,0.037,0.069,65.957,996.544,-3.456,0.22,0.22,0.01,99.52,7.933,8.20,7.955,7.955,
2022/09/27,08:53:58,-0.0860,26.800,0.037,0.069,66.265,996.598,-3.402,0.20,0.20,0.01,99.58,7.950,8.20,7.972,7.972,
2022/09/27,08:53:59,-0.1075,26.703,0.037,0.069,66.387,996.624,-3.376,0.60,0.60,36.05,99.61,7.957,8.22,7.979,7.979,
2022/09/27,08:54:00,-0.0860,26.694,0.037,0.069,66.423,996.626,-3.373,0.61,0.61,36.01,99.58,7.960,8.23,7.982,7.982,
2022/09/27,08:54:01,-0.0860,26.668,0.037,0.069,66.463,996.634,-3.366,0.57,0.57,36.02,99.51,7.959,8.24,7.981,7.981,
2022/09/27,08:54:02,-0.0860,26.627,0.037,0.069,66.459,996.645,-3.355,0.60,0.60,35.94,99.67,7.976,8.22,7.998,7.998,
2022/09/27,08:54:03,-0.0860,26.792,0.037,0.069,66.178,996.600,-3.400,0.61,0.61,36.06,99.53,7.951,8.22,7.973,7.973,
2022/09/27,08:54:04,-0.1075,26.923,0.037,0.069,66.034,996.564,-3.436,0.63,0.63,36.08,99.47,7.942,8.23,7.964,7.964,
2022/09/27,08:54:05,-0.1075,26.953,0.037,0.069,66.038,996.555,-3.444,0.57,0.57,35.98,99.33,7.928,8.23,7.949,7.950,
2022/09/27,08:54:06,-0.1075,26.855,0.037,0.069,66.100,996.582,-3.417,0.61,0.61,36.04,99.32,7.938,8.22,7.960,7.960,
2022/09/27,08:54:07,-0.0860,26.857,0.037,0.069,66.015,996.582,-3.418,0.62,0.62,36.05,99.45,7.945,8.23,7.967,7.967,
2022/09/27,08:54:08,-0.0860,26.781,0.037,0.069,66.126,996.603,-3.397,0.63,0.63,36.06,99.27,7.931,8.22,7.953,7.953,
2022/09/27,08:54:09,-0.0860,26.777,0.037,0.069,66.173,996.604,-3.396,0.61,0.61,36.06,99.21,7.918,8.20,7.940,7.941,
2022/09/27,08:54:10,-0.0860,26.776,0.037,0.069,66.136,996.604,-3.395,0.60,0.60,36.05,99.21,7.923,8.24,7.944,7.945,
2022/09/27,08:54:11,-0.0860,26.721,0.037,0.069,66.167,996.619,-3.381,0.61,0.61,36.04,99.28,7.937,8.23,7.958,7.959,
2022/09/27,08:54:12,-0.1075,26.723,0.037,0.069,66.176,996.618,-3.381,0.62,0.62,36.06,99.32,7.934,8.22,7.956,7.956,
2022/09/27,08:54:13,-0.0860,26.817,0.037,0.069,66.034,996.593,-3.407,0.62,0.62,36.06,99.22,7.921,8.20,7.942,7.943,
2022/09/27,08:54:14,-0.0860,26.811,0.037,0.069,66.026,996.594,-3.405,0.61,0.61,36.06,99.24,7.930,8.24,7.952,7.952,
2022/09/27,08:54:15,-0.0860,26.802,0.037,0.069,66.061,996.597,-3.403,0.62,0.62,36.09,99.29,7.932,8.20,7.953,7.954,
2022/09/27,08:54:16,-0.0860,26.631,0.037,0.069,66.300,996.644,-3.356,0.60,0.60,36.06,99.41,7.964,8.23,7.986,7.986,
2022/09/27,08:54:17,-0.1075,26.634,0.037,0.069,66.296,996.643,-3.357,0.60,0.60,36.04,99.44,7.970,8.23,7.992,7.992,
2022/09/27,08:54:18,-0.1075,26.562,0.037,0.069,66.465,996.662,-3.337,0.60,0.60,36.08,99.45,7.968,8.22,7.990,7.990,
2022/09/27,08:54:19,-0.1075,26.539,0.037,0.069,66.441,996.668,-3.331,0.60,0.60,36.09,99.41,7.963,8.23,7.985,7.985,
2022/09/27,08:54:20,-0.0860,26.484,0.037,0.069,66.555,996.683,-3.316,0.60,0.60,36.05,99.50,7.968,8.22,7.989,7.990,
2022/09/27,08:54:21,-0.0860,26.489,0.037,0.069,66.523,996.682,-3.318,0.60,0.60,36.09,99.31,7.956,8.24,7.978,7.978,
2022/09/27,08:54:22,-0.0860,26.561,0.037,0.069,66.449,996.663,-3.337,0.60,0.60,36.05,99.43,7.964,8.20,7.986,7.986,
2022/09/27,08:54:23,-0.1075,26.483,0.037,0.069,66.509,996.684,-3.316,0.60,0.60,36.13,99.30,7.958,8.22,7.980,7.980,
2022/09/27,08:54:24,-0.0860,26.523,0.037,0.069,66.461,996.673,-3.327,0.60,0.60,36.06,99.47,7.965,8.23,7.986,7.987,
2022/09/27,08:54:25,-0.1075,26.612,0.037,0.069,66.250,996.649,-3.351,0.60,0.60,36.09,99.32,7.951,8.24,7.972,7.973,
2022/09/27,08:54:26,-0.0860,26.615,0.037,0.069,66.230,996.648,-3.352,0.63,0.63,36.08,99.35,7.959,8.22,7.980,7.981,
2022/09/27,08:54:27,-0.0860,26.519,0.037,0.069,66.411,996.674,-3.326,0.61,0.61,36.08,99.40,7.972,8.23,7.993,7.994,
2022/09/27,08:54:28,-0.0860,26.565,0.037,0.069,66.367,996.661,-3.338,0.60,0.60,36.06,99.36,7.971,8.23,7.993,7.994,
2022/09/27,08:54:29,-0.1075,26.494,0.037,0.069,66.479,996.681,-3.319,-0.03,-0.03,1.69,99.55,7.991,8.23,8.013,8.013,
2022/09/27,08:54:30,-0.1075,26.488,0.037,0.069,66.449,996.682,-3.317,0.73,0.73,6.20,99.41,7.983,8.22,8.005,8.005,
2022/09/27,08:54:31,-0.0860,26.466,0.037,0.069,66.493,996.688,-3.311,0.48,0.48,19.32,99.49,7.987,8.19,8.009,8.009,
2022/09/27,08:54:32,-0.0860,26.434,0.037,0.069,66.445,996.697,-3.303,0.58,0.58,29.75,99.43,7.982,8.20,8.003,8.004,
2022/09/27,08:54:33,-0.0860,26.503,0.037,0.069,66.384,996.678,-3.321,0.62,0.62,36.30,99.41,7.973,8.24,7.995,7.995,
2022/09/27,08:54:34,-0.0860,26.475,0.037,0.068,66.335,996.686,-3.314,0.63,0.63,36.34,99.35,7.975,8.22,7.996,7.997,
2022/09/27,08:54:35,-0.0860,26.435,0.037,0.068,66.353,996.697,-3.303,0.61,0.61,36.39,99.49,7.990,8.23,8.011,8.012,
2022/09/27,08:54:36,-0.0860,26.402,0.037,0.068,66.359,996.705,-3.294,0.62,0.62,36.44,99.40,7.982,8.23,8.004,8.004,
2022/09/27,08:54:37,-0.0860,26.420,0.037,0.068,66.372,996.701,-3.299,0.63,0.63,36.39,99.40,7.977,8.24,7.999,7.999,
2022/09/27,08:54:38,-0.0860,26.327,0.037,0.068,66.523,996.726,-3.274,0.63,0.63,36.39,99.45,7.993,8.23,8.014,8.015,
2022/09/27,08:54:39,-0.0860,26.460,0.037,0.068,66.299,996.690,-3.310,0.63,0.63,36.37,99.42,7.979,8.22,8.001,8.001,
2022/09/27,08:54:40,-0.0860,26.498,0.037,0.068,66.269,996.680,-3.320,0.62,0.62,36.39,99.22,7.959,8.22,7.981,7.981,
2022/09/27,08:54:41,-0.0860,26.459,0.037,0.068,66.295,996.690,-3.310,0.63,0.63,36.42,99.19,7.959,8.22,7.981,7.981,
2022/09/27,08:54:42,-0.0860,26.464,0.037,0.068,66.237,996.689,-3.311,0.63,0.63,36.38,99.28,7.966,8.23,7.988,7.988,
2022/09/27,08:54:43,-0.0860,26.460,0.037,0.068,66.333,996.690,-3.310,0.64,0.64,36.41,99.32,7.969,8.22,7.991,7.991,
2022/09/27,08:54:44,-0.0860,26.541,0.037,0.068,66.160,996.668,-3.332,0.63,0.63,36.38,99.19,7.952,8.23,7.973,7.974,
2022/09/27,08:54:45,-0.0860,26.398,0.037,0.068,66.390,996.707,-3.293,0.61,0.61,36.37,99.21,7.962,8.20,7.984,7.984,
2022/09/27,08:54:46,-0.0860,26.297,0.037,0.068,66.483,996.734,-3.266,0.63,0.63,36.41,99.26,7.973,8.24,7.994,7.995,
2022/09/27,08:54:47,-0.0860,26.303,0.037,0.068,66.518,996.732,-3.267,0.63,0.63,36.35,99.30,7.974,8.22,7.996,7.996,
2022/09/27,08:54:48,-0.0860,26.385,0.037,0.068,66.380,996.710,-3.290,0.62,0.62,36.34,99.36,7.977,8.23,7.999,7.999,
2022/09/27,08:54:49,-0.0860,26.294,0.037,0.068,66.535,996.735,-3.265,0.60,0.60,31.64,99.28,7.982,8.23,8.004,8.004,
2022/09/27,08:54:50,-0.0860,26.251,0.037,0.068,66.524,996.746,-3.254,0.51,0.51,5.17,99.32,7.992,8.23,8.014,8.014,
2022/09/27,08:54:51,-0.0860,26.293,0.037,0.068,66.464,996.735,-3.265,0.44,0.44,0.81,99.36,7.992,8.23,8.013,8.014,
2022/09/27,08:54:52,-0.0860,26.245,0.037,0.068,66.486,996.748,-3.252,0.49,0.49,0.59,99.40,8.001,8.20,8.022,8.023,
2022/09/27,08:54:53,-0.0860,26.299,0.037,0.068,66.478,996.733,-3.266,0.44,0.44,0.31,99.29,7.992,8.22,8.013,8.014,
2022/09/27,08:54:54,-0.0860,26.259,0.037,0.068,66.430,996.744,-3.256,0.45,0.45,0.81,99.28,7.993,8.23,8.014,8.015,
2022/09/27,08:54:55,-0.0860,26.338,0.037,0.068,66.286,996.723,-3.277,0.51,0.51,0.69,99.31,7.992,8.22,8.014,8.014,
2022/09/27,08:54:56,-0.0860,26.327,0.037,0.068,66.323,996.726,-3.274,0.37,0.37,0.05,99.27,7.985,8.20,8.007,8.007,
2022/09/27,08:54:57,-0.0860,26.459,0.037,0.068,66.087,996.690,-3.309,0.43,0.43,0.73,99.38,7.984,8.23,8.006,8.006,
2022/09/27,08:54:58,-0.0860,26.574,0.037,0.068,65.964,996.659,-3.341,0.50,0.50,5.71,99.17,7.962,8.23,7.983,7.984,
2022/09/27,08:54:59,-0.0860,26.671,0.037,0.068,65.830,996.633,-3.367,0.67,0.67,30.72,99.29,7.967,8.22,7.988,7.989,
2022/09/27,08:55:00,-0.0860,26.687,0.037,0.068,65.762,996.628,-3.371,0.71,0.71,35.40,99.28,7.962,8.22,7.983,7.984,
2022/09/27,08:55:01,-0.0860,26.764,0.037,0.068,65.674,996.607,-3.392,0.71,0.71,35.50,99.29,7.956,8.24,7.978,7.978,
2022/09/27,08:55:02,-0.0645,26.828,0.037,0.068,65.705,996.590,-3.410,0.71,0.71,35.51,99.23,7.947,8.22,7.969,7.969,
2022/09/27,08:55:03,-0.0645,26.848,0.037,0.068,65.547,996.584,-3.415,0.70,0.70,35.47,99.23,7.946,8.22,7.968,7.968,
2022/09/27,08:55:04,-0.0860,26.849,0.037,0.068,65.573,996.584,-3.416,0.72,0.72,35.46,99.13,7.939,8.22,7.961,7.961,
2022/09/27,08:55:05,-0.0860,26.848,0.037,0.068,65.552,996.584,-3.415,0.71,0.71,35.47,99.21,7.946,8.20,7.968,7.968,
2022/09/27,08:55:06,-0.0860,26.857,0.037,0.068,65.530,996.582,-3.418,0.71,0.71,35.51,99.25,7.945,8.20,7.967,7.967,
2022/09/27,08:55:07,-0.0860,26.867,0.037,0.068,65.503,996.579,-3.421,0.71,0.71,35.43,99.24,7.947,8.24,7.969,7.969,
2022/09/27,08:55:08,-0.0860,26.867,0.037,0.068,65.482,996.579,-3.421,0.70,0.70,35.46,99.27,7.948,8.20,7.970,7.970,
2022/09/27,08:55:09,-0.0860,26.904,0.037,0.068,65.413,996.569,-3.431,0.72,0.72,35.50,99.28,7.946,8.23,7.968,7.968,
2022/09/27,08:55:10,-0.0645,26.913,0.037,0.068,65.401,996.567,-3.433,0.72,0.72,35.48,99.20,7.936,8.20,7.958,7.958,
2022/09/27,08:55:11,-0.0860,26.891,0.037,0.068,65.427,996.572,-3.427,0.73,0.73,35.46,99.31,7.944,8.24,7.965,7.966,
2022/09/27,08:55:12,-0.0860,26.918,0.037,0.068,65.409,996.565,-3.435,0.72,0.72,35.43,99.26,7.942,8.23,7.964,7.964,
2022/09/27,08:55:13,-0.0645,26.956,0.037,0.068,65.449,996.555,-3.445,0.73,0.73,35.44,99.24,7.936,8.22,7.958,7.958,
2022/09/27,08:55:14,-0.0860,27.004,0.037,0.068,65.372,996.541,-3.458,0.70,0.70,35.39,99.24,7.936,8.22,7.958,7.958,
2022/09/27,08:55:15,-0.0860,27.009,0.037,0.068,65.320,996.540,-3.460,0.72,0.72,35.44,99.32,7.943,8.22,7.965,7.965,
2022/09/27,08:55:16,-0.0860,26.976,0.037,0.068,65.406,996.549,-3.451,0.70,0.70,35.43,99.25,7.935,8.22,7.956,7.957,
2022/09/27,08:55:17,-0.0860,27.066,0.037,0.068,65.171,996.524,-3.475,0.70,0.70,35.39,99.22,7.925,8.24,7.946,7.947,
2022/09/27,08:55:18,-0.0860,27.131,0.037,0.068,65.094,996.506,-3.493,0.72,0.72,35.39,99.16,7.915,8.24,7.937,7.937,
2022/09/27,08:55:19,-0.0860,27.147,0.037,0.068,65.054,996.502,-3.498,0.72,0.72,35.42,99.24,7.922,8.20,7.944,7.944,
2022/09/27,08:55:20,-0.0860,27.111,0.037,0.068,65.159,996.512,-3.488,0.71,0.71,35.30,99.31,7.933,8.23,7.955,7.955,
2022/09/27,08:55:21,-0.0645,27.059,0.037,0.068,65.256,996.526,-3.473,0.72,0.72,35.44,99.25,7.931,8.21,7.953,7.953,
2022/09/27,08:55:22,-0.0860,26.962,0.037,0.068,65.355,996.553,-3.447,0.73,0.73,35.47,99.19,7.933,8.19,7.955,7.955,
2022/09/27,08:55:23,-0.0645,26.904,0.037,0.068,65.432,996.569,-3.431,0.71,0.71,35.44,99.30,7.942,8.20,7.964,7.964,
2022/09/27,08:55:24,-0.0860,26.957,0.037,0.068,65.352,996.554,-3.445,0.73,0.73,35.48,99.32,7.939,8.22,7.961,7.961,
2022/09/27,08:55:25,-0.0860,26.942,0.037,0.068,65.352,996.558,-3.441,0.72,0.72,35.47,99.23,7.931,8.24,7.953,7.953,
2022/09/27,08:55:26,-0.0860,26.942,0.037,0.068,65.378,996.558,-3.441,0.75,0.75,35.47,99.28,7.932,8.22,7.954,7.954,
2022/09/27,08:55:27,-0.0645,26.922,0.037,0.068,65.373,996.564,-3.436,0.72,0.72,35.46,99.09,7.915,8.24,7.937,7.937,
2022/09/27,08:55:28,-0.0645,26.856,0.037,0.068,65.578,996.582,-3.418,0.73,0.73,35.44,99.27,7.939,8.22,7.961,7.961,
2022/09/27,08:55:29,-0.0860,26.820,0.037,0.068,65.638,996.592,-3.408,0.73,0.73,35.44,99.24,7.939,8.24,7.961,7.961,
2022/09/27,08:55:30,-0.0860,26.791,0.037,0.068,65.618,996.600,-3.400,0.72,0.72,35.47,99.41,7.967,8.22,7.988,7.989,
2022/09/27,08:55:31,-0.0860,26.734,0.037,0.068,65.810,996.615,-3.384,0.70,0.70,35.50,99.40,7.980,8.20,8.002,8.002,
2022/09/27,08:55:32,-0.0645,26.669,0.037,0.068,65.804,996.633,-3.367,0.72,0.72,35.52,99.58,8.001,8.22,8.023,8.023,
2022/09/27,08:55:33,-0.0860,26.618,0.037,0.068,65.908,996.647,-3.353,0.70,0.70,35.48,99.54,8.002,8.23,8.024,8.024,
2022/09/27,08:55:34,-0.0860,26.710,0.037,0.068,65.735,996.622,-3.378,0.72,0.72,35.55,99.49,7.982,8.20,8.004,8.004,
2022/09/27,08:55:35,-0.0645,26.780,0.037,0.068,65.619,996.603,-3.397,0.71,0.71,35.48,99.37,7.965,8.20,7.986,7.987,
2022/09/27,08:55:36,-0.0645,26.837,0.037,0.068,65.636,996.587,-3.412,0.71,0.71,35.51,99.35,7.955,8.20,7.976,7.977,
2022/09/27,08:55:37,-0.0860,26.821,0.037,0.068,65.659,996.592,-3.408,0.70,0.70,35.50,99.26,7.943,8.22,7.964,7.965,
2022/09/27,08:55:38,-0.0645,26.828,0.037,0.068,65.645,996.590,-3.410,0.71,0.71,35.43,99.24,7.940,8.24,7.962,7.962,
2022/09/27,08:55:39,-0.0860,26.832,0.037,0.068,65.582,996.589,-3.411,0.72,0.72,35.44,99.20,7.936,8.20,7.957,7.958,
2022/09/27,08:55:40,-0.0645,26.806,0.037,0.068,65.636,996.596,-3.404,0.72,0.72,35.47,99.37,7.949,8.22,7.971,7.971,
2022/09/27,08:55:41,-0.0860,26.901,0.037,0.068,65.581,996.570,-3.430,0.70,0.70,35.48,99.22,7.931,8.22,7.952,7.953,
2022/09/27,08:55:42,-0.0645,26.958,0.037,0.068,65.357,996.554,-3.446,0.69,0.69,35.51,99.32,7.934,8.22,7.956,7.956,
2022/09/27,08:55:43,-0.0645,27.011,0.037,0.068,65.244,996.539,-3.460,0.72,0.72,35.47,99.21,7.921,8.22,7.943,7.943,
2022/09/27,08:55:44,-0.0645,27.026,0.037,0.068,65.268,996.535,-3.464,0.72,0.72,35.44,99.25,7.927,8.22,7.948,7.949,
2022/09/27,08:55:45,-0.0645,27.025,0.037,0.068,65.322,996.536,-3.464,0.70,0.70,35.43,99.34,7.934,8.24,7.955,7.956,
2022/09/27,08:55:46,-0.0645,27.056,0.037,0.068,65.271,996.527,-3.473,0.72,0.72,35.40,99.22,7.922,8.20,7.943,7.944,
2022/09/27,08:55:47,-0.0645,27.081,0.037,0.068,65.200,996.520,-3.479,0.73,0.73,35.43,99.26,7.923,8.22,7.944,7.945,
2022/09/27,08:55:48,-0.0645,27.119,0.037,0.068,65.139,996.510,-3.490,0.72,0.72,35.38,99.33,7.928,8.22,7.949,7.950,
2022/09/27,08:55:49,-0.0430,27.124,0.037,0.068,65.094,996.508,-3.491,0.72,0.72,35.40,99.39,7.934,8.20,7.956,7.956,
2022/09/27,08:55:50,-0.0645,27.082,0.037,0.068,65.200,996.520,-3.480,0.72,0.72,35.40,99.28,7.929,8.21,7.951,7.951,
2022/09/27,08:55:51,-0.0645,27.111,0.037,0.068,65.154,996.512,-3.488,0.72,0.72,35.42,99.42,7.936,8.22,7.957,7.958,
2022/09/27,08:55:52,-0.0645,27.038,0.037,0.068,65.277,996.532,-3.468,0.72,0.72,35.39,99.25,7.923,8.22,7.945,7.945,
2022/09/27,08:55:53,-0.0645,26.972,0.037,0.068,65.483,996.550,-3.449,0.73,0.73,35.39,99.46,7.948,8.20,7.970,7.970,
2022/09/27,08:55:54,-0.0645,26.966,0.037,0.068,65.424,996.552,-3.448,0.73,0.73,35.38,99.48,7.950,8.24,7.972,7.972,
2022/09/27,08:55:55,-0.0645,26.969,0.037,0.068,65.419,996.551,-3.449,0.72,0.72,35.39,99.38,7.941,8.22,7.962,7.963,
2022/09/27,08:55:56,-0.0645,26.984,0.037,0.068,65.341,996.547,-3.453,0.71,0.71,35.38,99.39,7.939,8.20,7.961,7.961,
2022/09/27,08:55:57,-0.0645,27.010,0.037,0.068,65.384,996.540,-3.460,0.72,0.72,35.38,99.36,7.933,8.20,7.955,7.955,
2022/09/27,08:55:58,-0.0645,27.029,0.037,0.068,65.323,996.535,-3.465,0.72,0.72,35.39,99.30,7.927,8.21,7.949,7.950,
2022/09/27,08:55:59,-0.0645,27.023,0.037,0.068,65.290,996.536,-3.464,0.73,0.73,35.36,99.39,7.935,8.22,7.956,7.957,
2022/09/27,08:56:00,-0.0645,27.072,0.037,0.068,65.229,996.523,-3.477,0.72,0.72,35.38,99.23,7.917,8.24,7.939,7.939,
2022/09/27,08:56:01,-0.0645,27.062,0.037,0.068,65.290,996.526,-3.474,0.72,0.72,35.35,99.27,7.921,8.24,7.943,7.943,
2022/09/27,08:56:02,-0.0645,27.071,0.037,0.068,65.249,996.523,-3.477,0.75,0.75,35.40,99.30,7.925,8.24,7.947,7.947,
2022/09/27,08:56:03,-0.0645,27.051,0.037,0.068,65.273,996.529,-3.471,0.69,0.69,35.39,99.35,7.930,8.20,7.952,7.952,
2022/09/27,08:56:04,-0.0645,27.003,0.037,0.068,65.338,996.542,-3.458,0.72,0.72,35.39,99.38,7.933,8.20,7.955,7.955,
2022/09/27,08:56:05,-0.0645,27.039,0.037,0.068,65.282,996.532,-3.468,0.71,0.71,35.36,99.33,7.926,8.22,7.948,7.948,
2022/09/27,08:56:06,-0.0645,26.934,0.037,0.068,65.464,996.561,-3.439,0.71,0.71,35.38,99.19,7.928,8.22,7.950,7.950,
2022/09/27,08:56:07,-0.0645,26.780,0.037,0.068,65.717,996.603,-3.397,0.68,0.68,35.36,99.41,7.959,8.23,7.980,7.981,
2022/09/27,08:56:08,-0.0645,26.797,0.037,0.068,65.699,996.598,-3.402,0.72,0.72,35.39,99.43,7.957,8.22,7.979,7.979,
2022/09/27,08:56:09,-0.0430,26.836,0.037,0.068,65.618,996.588,-3.412,0.72,0.72,35.38,99.38,7.950,8.24,7.972,7.972,
2022/09/27,08:56:10,-0.0645,26.802,0.037,0.068,65.690,996.597,-3.403,0.70,0.70,35.38,99.34,7.945,8.22,7.967,7.967,
2022/09/27,08:56:11,-0.0645,26.819,0.037,0.068,65.615,996.592,-3.407,0.69,0.69,35.36,99.37,7.949,8.24,7.970,7.971,
2022/09/27,08:56:12,-0.0645,26.821,0.037,0.068,65.673,996.592,-3.408,0.70,0.70,35.39,99.33,7.944,8.24,7.965,7.966,
2022/09/27,08:56:13,-0.0645,26.822,0.037,0.068,65.622,996.591,-3.408,0.69,0.69,35.42,99.35,7.946,8.22,7.967,7.968,
2022/09/27,08:56:14,-0.0430,26.866,0.037,0.068,65.487,996.579,-3.421,0.72,0.72,35.40,99.28,7.937,8.19,7.958,7.959,
2022/09/27,08:56:15,-0.0645,26.878,0.037,0.068,65.460,996.576,-3.424,0.72,0.72,35.40,99.37,7.944,8.24,7.966,7.966,
2022/09/27,08:56:16,-0.0645,26.915,0.037,0.068,65.413,996.566,-3.434,0.72,0.72,35.39,99.29,7.934,8.22,7.956,7.956,
2022/09/27,08:56:17,-0.0645,26.975,0.037,0.068,65.336,996.549,-3.450,0.70,0.70,35.42,99.23,7.922,8.19,7.944,7.944,
2022/09/27,08:56:18,-0.0430,26.984,0.037,0.068,65.286,996.547,-3.453,0.69,0.69,35.34,99.23,7.923,8.23,7.945,7.945,
2022/09/27,08:56:19,-0.0430,26.914,0.037,0.068,65.487,996.566,-3.433,0.73,0.73,35.38,99.29,7.931,8.20,7.953,7.953,
2022/09/27,08:56:20,-0.0645,26.973,0.037,0.068,65.272,996.550,-3.450,0.70,0.70,35.42,99.31,7.928,8.20,7.950,7.951,
2022/09/27,08:56:21,-0.0430,27.035,0.037,0.068,65.237,996.533,-3.467,0.72,0.72,35.42,99.32,7.924,8.21,7.946,7.946,
