//Infinity SDlogger
//Ver0.33
[Head]
SondeName=ASTD152-ALC-R02
SondeNo=0315
SensorType=D0D1T1C1C2K0U3O0TOB0
Channel=10
DelayTime=0
PreHeat=5000
MeasMode=0
BurstTime=1
BurstCnt=1
Interval=1000
SampleCnt=4543      
StartTime=2019/09/12 09:03:55
EndTime=2019/09/12 10:19:37
DepAdjRho=1.0250
ECA=0
ECB=1
ECDeg=25
ECCoef=0.022
CHLA=0
CHLB=1
CoefDate=2018/08/27
Ch1=-7.027595e-01,+2.161007e-04,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch2=0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch3=-5.714067e+00,+1.062201e-03,-1.196327e-08,+2.638040e-13,-3.010376e-18,+2.176796e-23,+0.000000e+00,+0.000000e+00,
Ch4=+5.010445e-02,+3.809940e+01,+3.164015e-02,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch5=0.000000000e00,1.0000000000000,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch6=-4.734926e+00,+7.539691e-03,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch7=-8.423751e+00,+1.271962e-02,+6.610446e-08,+2.867850e-14,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch8=-4.240523e+01,+2.142968e+06,-5.590543e+03,+1.189900e-02,+4.000000e-03,+1.082000e-04,+0.000000e+00,+1.000000e+00,
Ch9=-5.569065e+00,+1.069652e-03,-1.276158e-08,+2.996936e-13,-3.733113e-18,+2.715745e-23,+0.000000e+00,+0.000000e+00,
Ch10=0.000000000e00,3.484000000e-03,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
BuzzerEN=0
BuzzerInterval=1
COMMENT= 
SensorType2=06070303000202020302
BuzzerNumber=1
DepM=0
CondDepB=0
FilmNo=175120BA
[Item]
日付情報,時刻情報,深度 [m],水温 [℃],塩分 [ ],電導度 [mS/cm],EC25 [μS/cm],Density [kg/m^3],σT [ ],Chl-Flu. [ppb],Chl-a [μg/l],濁度中ﾚﾝｼﾞ [FTU],DO [%],DO [mg/l],電池電圧 [V],
2019/09/12,09:15:06,8.9434,26.450,33.556,52.588,50962.299,1021.843,21.804,1.03,1.03,0.14,96.13,6.392,8.27,
2019/09/12,09:15:07,8.8145,26.462,33.551,52.592,50953.829,1021.835,21.797,1.33,1.33,0.13,96.19,6.395,8.27,
2019/09/12,09:15:08,8.5995,26.467,33.549,52.595,50950.692,1021.831,21.793,1.09,1.09,0.14,96.35,6.406,8.27,
2019/09/12,09:15:09,8.1480,26.510,33.566,52.661,50968.459,1021.828,21.793,1.04,1.04,0.13,96.39,6.403,8.24,
2019/09/12,09:15:10,7.5030,26.653,33.542,52.773,50921.107,1021.762,21.729,1.01,1.01,0.15,96.50,6.394,8.26,
2019/09/12,09:15:11,7.0086,26.744,33.516,52.830,50877.433,1021.712,21.682,0.97,0.97,0.12,96.48,6.387,8.24,
2019/09/12,09:15:12,6.9656,26.758,33.503,52.826,50858.639,1021.698,21.667,0.95,0.95,0.12,96.52,6.389,8.26,
2019/09/12,09:15:13,6.7721,26.747,33.487,52.791,50837.546,1021.688,21.659,0.99,0.99,0.13,96.43,6.383,8.24,
2019/09/12,09:15:14,6.1056,26.733,33.473,52.758,50819.675,1021.679,21.652,1.01,1.01,0.20,96.42,6.384,8.25,
2019/09/12,09:15:15,5.6326,26.753,33.477,52.784,50823.284,1021.674,21.649,0.97,0.97,0.19,96.32,6.376,8.26,
2019/09/12,09:15:16,5.3102,26.861,33.411,52.800,50723.331,1021.589,21.566,0.95,0.95,0.10,96.36,6.370,8.27,
2019/09/12,09:15:17,5.1382,26.861,33.383,52.761,50685.256,1021.567,21.544,0.91,0.91,0.15,96.34,6.366,8.26,
2019/09/12,09:15:18,5.1167,26.945,33.311,52.744,50579.669,1021.486,21.464,0.85,0.85,0.15,96.16,6.351,8.28,
2019/09/12,09:15:19,4.7297,26.951,33.300,52.734,50564.088,1021.474,21.454,0.84,0.84,0.15,96.07,6.344,8.27,
2019/09/12,09:15:20,4.2352,26.958,33.298,52.737,50559.644,1021.468,21.449,0.86,0.86,0.17,95.95,6.335,8.28,
2019/09/12,09:15:21,4.2137,26.968,33.291,52.739,50550.444,1021.460,21.442,0.83,0.83,0.15,95.93,6.333,8.28,
2019/09/12,09:15:22,4.1062,26.963,33.292,52.735,50551.573,1021.461,21.444,0.81,0.81,0.15,95.94,6.334,8.28,
2019/09/12,09:15:23,3.5903,26.962,33.291,52.733,50550.533,1021.459,21.443,0.88,0.88,0.18,96.03,6.340,8.24,
2019/09/12,09:15:24,3.1603,26.961,33.296,52.739,50557.286,1021.461,21.447,0.85,0.85,0.14,95.99,6.338,8.24,
2019/09/12,09:15:25,3.2248,26.970,33.285,52.732,50541.478,1021.450,21.436,0.90,0.90,0.17,95.94,6.334,8.25,
2019/09/12,09:15:26,2.9883,26.970,33.289,52.737,50546.810,1021.452,21.439,0.85,0.85,0.18,95.91,6.332,8.26,
2019/09/12,09:15:27,2.3004,26.965,33.296,52.741,50555.482,1021.456,21.446,0.81,0.81,0.15,95.95,6.334,8.24,
2019/09/12,09:15:28,2.1284,26.965,33.299,52.745,50559.848,1021.457,21.448,0.84,0.84,0.23,95.98,6.336,8.27,
2019/09/12,09:15:29,1.9779,26.966,33.294,52.740,50553.109,1021.453,21.444,0.83,0.83,0.17,95.95,6.335,8.28,
2019/09/12,09:15:30,1.7414,26.973,33.283,52.731,50537.923,1021.442,21.434,0.80,0.80,0.19,95.97,6.336,8.26,
2019/09/12,09:15:31,1.5909,26.968,33.285,52.729,50540.381,1021.444,21.437,0.81,0.81,0.15,95.94,6.334,8.25,
2019/09/12,09:15:32,0.7525,26.971,33.287,52.734,50542.321,1021.440,21.437,0.83,0.83,0.18,95.91,6.332,8.28,
2019/09/12,09:15:33,0.9459,26.974,33.286,52.735,50540.572,1021.439,21.435,0.87,0.87,0.19,95.92,6.331,8.28,
2019/09/12,09:15:34,0.9244,26.971,33.287,52.734,50542.163,1021.441,21.437,0.81,0.81,0.18,95.89,6.330,8.31,
2019/09/12,09:15:35,0.3010,26.969,33.291,52.738,50547.729,1021.442,21.441,0.87,0.87,0.72,95.97,6.335,8.28,
2019/09/12,09:15:36,0.2795,26.807,24.498,39.943,38415.566,1014.890,14.889,4.91,4.91,62.89,95.85,6.651,8.25,
2019/09/12,09:15:37,0.1720,26.963,3.502,6.683,6405.829,999.153,-0.848,15.52,15.52,141.42,95.92,7.486,8.27,
2019/09/12,09:15:38,0.1720,25.823,0.600,1.228,1205.798,997.286,-2.715,120.14,120.14,109.34,95.28,7.581,8.28,
2019/09/12,09:15:39,0.1505,24.998,0.397,0.810,810.050,997.348,-2.653,64.74,64.74,116.04,94.87,7.578,8.25,
2019/09/12,09:15:40,0.1505,25.016,0.322,0.662,662.154,997.287,-2.714,1.88,1.88,3.73,94.52,7.581,8.25,
2019/09/12,09:15:41,0.1505,24.822,0.338,0.692,694.594,997.349,-2.652,0.26,0.26,0.05,94.23,7.595,8.27,
2019/09/12,09:15:42,0.1290,25.013,0.535,1.082,1081.981,997.449,-2.552,0.14,0.14,0.01,93.48,7.537,8.27,
2019/09/12,09:15:43,0.1505,24.826,0.239,0.492,493.415,997.272,-2.728,0.29,0.29,0.01,92.79,7.512,8.28,
2019/09/12,09:15:44,0.1505,24.536,0.305,0.622,628.131,997.396,-2.605,0.17,0.17,0.01,92.07,7.463,8.27,
2019/09/12,09:15:45,0.1720,24.594,1.248,2.410,2431.328,998.093,-1.907,0.19,0.19,0.00,92.56,7.475,8.28,
2019/09/12,09:15:46,0.1290,24.585,0.920,1.802,1818.674,997.848,-2.153,0.29,0.29,0.00,92.64,7.498,8.27,
2019/09/12,09:15:47,0.1290,24.579,0.991,1.935,1953.175,997.903,-2.097,0.11,0.11,0.00,92.84,7.523,8.27,
2019/09/12,09:15:48,0.1290,24.698,0.257,0.527,530.030,997.318,-2.682,0.22,0.22,0.00,93.17,7.596,8.27,
2019/09/12,09:15:49,0.1290,24.736,0.225,0.463,465.714,997.285,-2.716,0.30,0.30,6.45,93.59,7.647,8.26,
2019/09/12,09:15:50,0.1290,24.811,0.193,0.399,400.958,997.242,-2.759,0.43,0.43,31.84,94.19,7.723,8.24,
2019/09/12,09:15:51,0.1290,24.919,0.150,0.310,310.306,997.181,-2.819,0.29,0.29,13.93,94.67,7.784,8.28,
2019/09/12,09:15:52,0.1290,24.956,0.142,0.295,294.863,997.166,-2.834,0.23,0.23,17.19,94.74,7.795,8.27,
2019/09/12,09:15:53,0.1290,24.930,0.133,0.274,274.383,997.165,-2.835,0.29,0.29,13.58,94.86,7.808,8.27,
2019/09/12,09:15:54,0.1290,24.945,0.126,0.261,261.232,997.157,-2.844,0.23,0.23,18.51,95.03,7.823,8.27,
2019/09/12,09:15:55,0.1290,24.914,0.119,0.246,246.711,997.160,-2.841,0.29,0.29,18.40,95.19,7.844,8.27,
2019/09/12,09:15:56,0.1075,24.954,0.115,0.238,237.834,997.146,-2.855,0.23,0.23,18.90,95.28,7.851,8.27,
2019/09/12,09:15:57,0.1075,25.037,0.112,0.230,230.211,997.122,-2.878,0.23,0.23,18.77,95.21,7.838,8.25,
2019/09/12,09:15:58,0.1290,25.079,0.107,0.221,220.380,997.108,-2.893,0.31,0.31,20.36,95.29,7.844,8.28,
2019/09/12,09:15:59,0.1290,25.107,0.105,0.216,215.384,997.099,-2.902,0.35,0.35,30.67,95.27,7.835,8.25,
2019/09/12,09:16:00,0.1290,25.142,0.147,0.306,305.187,997.122,-2.878,0.25,0.25,2.31,95.22,7.826,8.27,
2019/09/12,09:16:01,0.1075,25.148,0.368,0.755,752.555,997.287,-2.713,0.10,0.10,17.31,95.41,7.833,8.27,
2019/09/12,09:16:02,0.1290,25.226,0.363,0.746,742.162,997.263,-2.738,0.24,0.24,13.90,95.29,7.821,8.27,
2019/09/12,09:16:03,0.1290,25.271,0.332,0.685,680.928,997.228,-2.772,0.13,0.13,0.04,95.28,7.822,8.26,
2019/09/12,09:16:04,0.1075,25.248,0.308,0.638,634.146,997.216,-2.784,0.23,0.23,0.00,95.37,7.834,8.27,
2019/09/12,09:16:05,0.1075,25.253,0.309,0.639,635.386,997.216,-2.785,0.20,0.20,0.00,95.40,7.838,8.26,
2019/09/12,09:16:06,0.1075,25.301,0.293,0.608,603.672,997.191,-2.809,0.13,0.13,-0.01,95.45,7.842,8.24,
2019/09/12,09:16:07,0.1075,25.295,0.286,0.593,589.163,997.187,-2.813,0.30,0.30,0.00,95.61,7.857,8.28,
2019/09/12,09:16:08,0.1075,25.331,0.288,0.597,593.096,997.179,-2.821,0.11,0.11,0.00,95.42,7.840,8.27,
2019/09/12,09:16:09,0.1075,25.354,0.265,0.551,547.022,997.156,-2.844,0.26,0.26,7.36,95.61,7.857,8.27,
2019/09/12,09:16:10,0.1075,25.397,0.276,0.574,569.289,997.153,-2.847,0.22,0.22,0.01,95.56,7.851,8.27,
2019/09/12,09:16:11,0.1075,25.413,0.268,0.558,552.698,997.143,-2.857,0.14,0.14,-0.01,95.48,7.845,8.27,
2019/09/12,09:16:12,0.1075,25.462,0.262,0.545,539.711,997.125,-2.875,0.30,0.30,-0.01,95.49,7.843,8.25,
2019/09/12,09:16:13,0.1290,25.442,0.260,0.541,535.594,997.129,-2.871,0.13,0.13,0.00,95.54,7.849,8.26,
2019/09/12,09:16:14,0.0860,25.448,0.245,0.512,506.614,997.117,-2.884,0.26,0.26,0.01,95.50,7.849,8.26,
2019/09/12,09:16:15,0.1075,25.441,0.264,0.551,545.421,997.133,-2.868,0.17,0.17,0.00,95.58,7.855,8.28,
2019/09/12,09:16:16,0.1075,25.469,0.269,0.561,554.983,997.129,-2.871,0.17,0.17,-0.01,95.59,7.855,8.26,
2019/09/12,09:16:17,0.1075,25.523,0.249,0.519,513.228,997.100,-2.901,0.27,0.27,-0.03,95.65,7.858,8.27,
2019/09/12,09:16:18,0.1075,25.513,0.232,0.486,480.205,997.090,-2.911,0.11,0.11,-0.01,95.76,7.873,8.25,
2019/09/12,09:16:19,0.1075,25.471,0.284,0.592,585.449,997.140,-2.860,0.30,0.30,0.00,95.75,7.874,8.27,
2019/09/12,09:16:20,0.1075,25.512,0.254,0.531,524.812,997.107,-2.894,0.13,0.13,0.01,95.68,7.866,8.27,
2019/09/12,09:16:21,0.0860,25.501,0.230,0.480,474.359,997.091,-2.910,0.20,0.20,-0.01,95.73,7.872,8.25,
2019/09/12,09:16:22,0.0860,25.557,0.267,0.557,550.101,997.104,-2.896,0.26,0.26,-0.03,95.81,7.877,8.27,
2019/09/12,09:16:23,0.0860,25.471,0.261,0.545,539.373,997.123,-2.878,0.12,0.12,-0.01,95.94,7.898,8.25,
2019/09/12,09:16:24,0.0860,25.463,0.233,0.486,481.237,997.103,-2.897,0.31,0.31,0.00,96.00,7.902,8.28,
2019/09/12,09:16:25,0.1075,25.536,0.246,0.514,508.090,997.094,-2.906,0.15,0.15,0.00,95.89,7.890,8.27,
2019/09/12,09:16:26,0.1075,25.594,0.250,0.522,515.303,997.082,-2.919,0.19,0.19,-0.01,95.97,7.894,8.26,
2019/09/12,09:16:27,0.1075,25.588,0.256,0.535,528.433,997.088,-2.912,0.26,0.26,-0.03,95.97,7.895,8.27,
2019/09/12,09:16:28,0.0860,25.618,0.232,0.486,479.833,997.062,-2.938,0.11,0.11,-0.03,96.02,7.898,8.25,
2019/09/12,09:16:29,0.0860,25.636,0.258,0.540,532.858,997.077,-2.923,0.31,0.31,0.00,96.01,7.895,8.25,
2019/09/12,09:16:30,0.0860,25.621,0.257,0.537,529.899,997.080,-2.920,0.14,0.14,0.01,96.01,7.895,8.27,
2019/09/12,09:16:31,0.0860,25.526,0.236,0.494,488.366,997.090,-2.911,0.20,0.20,-0.01,96.14,7.915,8.28,
2019/09/12,09:16:32,0.0860,25.514,0.235,0.491,485.870,997.092,-2.909,0.26,0.26,-0.03,96.21,7.919,8.27,
2019/09/12,09:16:33,0.0860,25.518,0.261,0.544,537.816,997.110,-2.890,0.11,0.11,-0.01,96.11,7.909,8.27,
2019/09/12,09:16:34,0.0860,25.480,0.235,0.491,485.514,997.101,-2.900,0.31,0.31,0.00,96.29,7.926,8.25,
2019/09/12,09:16:35,0.0645,25.534,0.227,0.475,469.132,997.080,-2.920,0.16,0.16,0.00,96.23,7.917,8.27,
2019/09/12,09:16:36,0.0860,25.576,0.230,0.481,475.433,997.072,-2.929,0.20,0.20,-0.01,96.13,7.904,8.24,
2019/09/12,09:16:37,0.0860,25.593,0.258,0.540,533.000,997.089,-2.912,0.27,0.27,-0.03,96.07,7.895,8.27,
2019/09/12,09:16:38,0.0860,25.584,0.247,0.517,510.092,997.082,-2.918,0.11,0.11,-0.03,96.13,7.900,8.25,
2019/09/12,09:16:39,0.0860,25.530,0.241,0.503,497.330,997.092,-2.909,0.29,0.29,0.00,96.11,7.901,8.27,
2019/09/12,09:16:40,0.0860,25.539,0.251,0.524,518.276,997.097,-2.903,0.14,0.14,0.01,96.09,7.896,8.25,
2019/09/12,09:16:41,0.0860,25.476,0.240,0.500,494.910,997.105,-2.895,0.20,0.20,-0.01,96.18,7.907,8.27,
2019/09/12,09:16:42,0.0860,25.474,0.248,0.518,512.788,997.112,-2.888,0.26,0.26,-0.03,96.16,7.903,8.27,
2019/09/12,09:16:43,0.0860,25.497,0.236,0.494,488.246,997.097,-2.903,0.11,0.11,-0.01,96.18,7.905,8.27,
2019/09/12,09:16:44,0.0645,25.518,0.243,0.508,502.340,997.097,-2.904,0.31,0.31,0.00,96.10,7.896,8.27,
2019/09/12,09:16:45,0.0860,25.487,0.260,0.541,535.439,997.117,-2.883,0.14,0.14,0.00,96.13,7.896,8.28,
2019/09/12,09:16:46,0.0860,25.468,0.251,0.523,517.521,997.116,-2.885,0.20,0.20,-0.01,96.11,7.893,8.27,
2019/09/12,09:16:47,0.0860,25.555,0.247,0.516,509.720,997.090,-2.911,0.27,0.27,-0.04,95.95,7.873,8.27,
2019/09/12,09:16:48,0.0860,25.555,0.261,0.544,537.858,997.100,-2.900,0.11,0.11,0.00,95.94,7.872,8.28,
2019/09/12,09:16:49,0.0860,25.545,0.268,0.559,552.162,997.108,-2.892,0.29,0.29,0.00,95.93,7.871,8.27,
2019/09/12,09:16:50,0.0860,25.532,0.259,0.540,533.984,997.105,-2.895,0.17,0.17,0.00,95.89,7.869,8.26,
2019/09/12,09:16:51,0.0860,25.458,0.261,0.544,538.838,997.126,-2.874,0.21,0.21,-0.01,96.01,7.881,8.27,
2019/09/12,09:16:52,0.0860,25.488,0.284,0.591,584.843,997.135,-2.865,0.26,0.26,-0.03,95.88,7.866,8.28,
2019/09/12,09:16:53,0.0860,25.490,0.270,0.562,556.384,997.124,-2.876,0.11,0.11,-0.01,95.97,7.874,8.28,
2019/09/12,09:16:54,0.0645,25.482,0.258,0.538,532.429,997.117,-2.883,0.32,0.32,0.00,96.04,7.881,8.27,
2019/09/12,09:16:55,0.0860,25.489,0.271,0.565,559.334,997.126,-2.875,0.15,0.15,0.00,96.05,7.880,8.28,
2019/09/12,09:16:56,0.0860,25.532,0.294,0.613,605.674,997.132,-2.869,0.23,0.23,0.00,96.01,7.873,8.27,
2019/09/12,09:16:57,0.0860,25.498,0.252,0.526,520.777,997.109,-2.891,0.26,0.26,-0.03,96.10,7.884,8.27,
2019/09/12,09:16:58,0.0860,25.525,0.244,0.510,503.868,997.095,-2.905,0.11,0.11,-0.03,96.07,7.880,8.28,
2019/09/12,09:16:59,0.0860,25.552,0.250,0.523,516.546,997.093,-2.907,0.29,0.29,0.00,95.96,7.865,8.27,
2019/09/12,09:17:00,0.0860,25.550,0.232,0.486,479.845,997.080,-2.920,0.17,0.17,0.00,95.96,7.869,8.27,
2019/09/12,09:17:01,0.0860,25.537,0.221,0.462,456.659,997.075,-2.925,0.18,0.18,-0.01,96.04,7.877,8.27,
2019/09/12,09:17:02,0.0645,25.556,0.262,0.548,541.279,997.101,-2.899,0.20,0.20,-0.01,95.99,7.866,8.28,
2019/09/12,09:17:03,0.0860,25.553,0.263,0.549,542.301,997.103,-2.898,0.11,0.11,0.00,96.02,7.867,8.27,
2019/09/12,09:17:04,0.0860,25.495,0.231,0.483,478.181,997.094,-2.907,0.29,0.29,0.00,96.06,7.876,8.27,
2019/09/12,09:17:05,0.0860,25.502,0.253,0.527,521.319,997.108,-2.892,0.20,0.20,-0.01,96.13,7.882,8.27,
2019/09/12,09:17:06,0.0645,25.516,0.264,0.550,544.165,997.113,-2.888,0.16,0.16,-0.01,96.00,7.869,8.24,
2019/09/12,09:17:07,0.0645,25.548,0.241,0.503,496.806,997.087,-2.913,0.29,0.29,-0.03,96.00,7.866,8.27,
2019/09/12,09:17:08,0.0645,25.536,0.262,0.547,540.870,997.106,-2.894,0.11,0.11,0.00,95.95,7.861,8.28,
2019/09/12,09:17:09,0.0860,25.537,0.265,0.552,545.428,997.108,-2.892,0.26,0.26,0.00,95.97,7.861,8.28,
2019/09/12,09:17:10,0.0860,25.526,0.227,0.475,469.725,997.082,-2.918,0.20,0.20,-0.01,95.99,7.865,8.25,
2019/09/12,09:17:11,0.0645,25.544,0.270,0.564,557.091,997.110,-2.890,0.14,0.14,-0.01,95.96,7.859,8.27,
2019/09/12,09:17:12,0.0645,25.605,0.242,0.507,500.008,997.073,-2.927,0.30,0.30,-0.01,95.94,7.857,8.25,
2019/09/12,09:17:13,0.0860,25.613,0.223,0.467,461.150,997.057,-2.944,0.14,0.14,0.00,95.87,7.853,8.27,
2019/09/12,09:17:14,0.0645,25.587,0.240,0.501,494.923,997.076,-2.924,0.22,0.22,0.00,95.91,7.855,8.26,
2019/09/12,09:17:15,0.0645,25.584,0.251,0.525,518.016,997.085,-2.915,0.25,0.25,-0.01,95.81,7.844,8.27,
2019/09/12,09:17:16,0.0860,25.561,0.238,0.498,492.159,997.082,-2.919,0.12,0.12,-0.01,95.82,7.847,8.28,
2019/09/12,09:17:17,0.0645,25.550,0.240,0.502,495.752,997.086,-2.914,0.30,0.30,0.00,95.88,7.852,8.28,
2019/09/12,09:17:18,0.0645,25.616,0.229,0.479,472.604,997.060,-2.940,0.15,0.15,0.01,95.86,7.849,8.27,
2019/09/12,09:17:19,0.0645,25.626,0.217,0.456,449.430,997.049,-2.952,0.22,0.22,0.00,95.88,7.852,8.26,
2019/09/12,09:17:20,0.0645,25.639,0.243,0.508,501.176,997.064,-2.936,0.27,0.27,-0.03,95.91,7.852,8.26,
2019/09/12,09:17:21,0.0645,25.493,0.248,0.517,511.844,997.107,-2.893,0.10,0.10,0.00,96.01,7.868,8.27,
2019/09/12,09:17:22,0.0645,25.472,0.230,0.480,475.399,997.099,-2.902,0.29,0.29,0.01,96.10,7.877,8.28,
2019/09/12,09:17:23,0.0645,25.491,0.231,0.482,477.251,997.094,-2.906,0.22,0.22,-0.01,96.08,7.876,8.27,
2019/09/12,09:17:24,0.0645,25.473,0.237,0.495,489.727,997.104,-2.897,0.11,0.11,-0.03,96.13,7.879,8.27,
2019/09/12,09:17:25,0.0645,25.488,0.233,0.486,480.736,997.097,-2.904,0.31,0.31,0.00,96.09,7.876,8.28,
2019/09/12,09:17:26,0.0645,25.509,0.237,0.495,489.687,997.094,-2.906,0.16,0.16,0.00,96.06,7.873,8.27,
2019/09/12,09:17:27,0.0645,25.520,0.217,0.454,448.802,997.076,-2.924,0.20,0.20,-0.01,95.89,7.858,8.27,
2019/09/12,09:17:28,0.0645,25.500,0.229,0.479,473.984,997.091,-2.909,0.27,0.27,-0.03,95.98,7.865,8.28,
2019/09/12,09:17:29,0.0645,25.517,0.210,0.439,433.846,997.071,-2.929,0.11,0.11,-0.01,96.01,7.868,8.26,
2019/09/12,09:17:30,0.0645,25.562,0.219,0.458,452.021,997.067,-2.934,0.27,0.27,0.00,96.01,7.866,8.27,
2019/09/12,09:17:31,0.0860,25.558,0.226,0.472,466.196,997.073,-2.927,0.18,0.18,0.00,95.97,7.863,8.25,
2019/09/12,09:17:32,0.0645,25.570,0.207,0.433,427.487,997.055,-2.945,0.14,0.14,-0.01,96.07,7.870,8.27,
2019/09/12,09:17:33,0.0645,25.601,0.217,0.455,449.543,997.055,-2.945,0.30,0.30,-0.01,95.95,7.857,8.28,
2019/09/12,09:17:34,0.0645,25.597,0.236,0.495,488.410,997.071,-2.930,0.12,0.12,0.01,95.95,7.856,8.28,
2019/09/12,09:17:35,0.0645,25.581,0.219,0.458,452.253,997.062,-2.939,0.22,0.22,-0.01,95.94,7.855,8.28,
2019/09/12,09:17:36,0.0645,25.606,0.216,0.452,446.137,997.053,-2.948,0.20,0.20,-0.01,95.81,7.844,8.24,
2019/09/12,09:17:37,0.0645,25.617,0.225,0.471,464.768,997.057,-2.944,0.11,0.11,-0.01,95.77,7.837,8.28,
2019/09/12,09:17:38,0.0645,25.630,0.220,0.462,455.824,997.050,-2.950,0.32,0.32,0.03,95.79,7.841,8.27,
2019/09/12,09:17:39,0.0645,25.591,0.225,0.470,464.191,997.063,-2.937,0.17,0.17,0.00,95.87,7.849,8.24,
2019/09/12,09:17:40,0.0645,25.609,0.215,0.450,443.866,997.051,-2.949,0.14,0.14,-0.03,95.80,7.842,8.27,
2019/09/12,09:17:41,0.0860,25.586,0.205,0.430,424.105,997.050,-2.950,0.29,0.29,-0.01,95.79,7.843,8.27,
2019/09/12,09:17:42,0.0860,25.581,0.224,0.469,463.563,997.066,-2.934,0.10,0.10,0.00,95.80,7.842,8.28,
2019/09/12,09:17:43,0.0645,25.579,0.234,0.489,482.446,997.073,-2.927,0.26,0.26,0.00,95.63,7.828,8.28,
2019/09/12,09:17:44,0.0430,25.495,0.210,0.440,435.346,997.078,-2.922,0.22,0.22,-0.03,95.92,7.858,8.27,
2019/09/12,09:17:45,0.0645,25.487,0.226,0.472,466.692,997.091,-2.909,0.13,0.13,-0.03,96.00,7.864,8.25,
2019/09/12,09:17:46,0.0645,25.520,0.248,0.517,511.140,997.099,-2.901,0.31,0.31,-0.01,95.92,7.854,8.24,
2019/09/12,09:17:47,0.0645,25.590,0.220,0.460,454.574,997.060,-2.940,0.12,0.12,0.01,95.90,7.851,8.27,
2019/09/12,09:17:48,0.0645,25.637,0.210,0.440,434.016,997.040,-2.960,0.22,0.22,-0.01,95.80,7.839,8.28,
2019/09/12,09:17:49,0.0645,25.694,0.219,0.459,452.094,997.032,-2.968,0.29,0.29,-0.03,95.77,7.833,8.27,
2019/09/12,09:17:50,0.0645,25.706,0.201,0.423,416.488,997.016,-2.985,0.11,0.11,0.00,95.62,7.817,8.26,
2019/09/12,09:17:51,0.0645,25.720,0.207,0.436,428.967,997.016,-2.984,0.26,0.26,0.00,95.52,7.809,8.26,
2019/09/12,09:17:52,0.0645,25.663,0.207,0.435,429.153,997.032,-2.969,0.24,0.24,-0.03,95.60,7.817,8.27,
2019/09/12,09:17:53,0.0645,25.647,0.204,0.427,421.197,997.033,-2.967,0.11,0.11,-0.01,95.52,7.811,8.27,
2019/09/12,09:17:54,0.0645,25.637,0.208,0.437,431.053,997.039,-2.961,0.25,0.25,0.00,95.64,7.822,8.26,
2019/09/12,09:17:55,0.0645,25.649,0.212,0.445,438.928,997.039,-2.961,0.22,0.22,-0.01,95.57,7.815,8.28,
2019/09/12,09:17:56,0.0645,25.645,0.221,0.463,456.711,997.047,-2.954,0.12,0.12,-0.01,95.61,7.818,8.28,
2019/09/12,09:17:57,0.0645,25.563,0.197,0.413,407.769,997.050,-2.950,0.29,0.29,0.00,95.69,7.829,8.27,
2019/09/12,09:17:58,0.0645,25.534,0.196,0.410,404.904,997.057,-2.944,0.19,0.19,-0.01,95.79,7.840,8.28,
2019/09/12,09:17:59,0.0645,25.572,0.216,0.453,447.482,997.062,-2.938,0.13,0.13,-0.03,95.78,7.834,8.28,
2019/09/12,09:18:00,0.0645,25.597,0.212,0.445,439.132,997.052,-2.948,0.30,0.30,0.00,95.66,7.824,8.28,
2019/09/12,09:18:01,0.0645,25.620,0.196,0.412,406.684,997.035,-2.966,0.15,0.15,0.00,95.72,7.828,8.28,
2019/09/12,09:18:02,0.0645,25.669,0.212,0.445,438.760,997.034,-2.967,0.16,0.16,-0.03,95.63,7.816,8.25,
2019/09/12,09:18:03,0.0430,25.677,0.213,0.446,439.929,997.032,-2.968,0.30,0.30,-0.01,95.48,7.803,8.28,
2019/09/12,09:18:04,0.0645,25.716,0.216,0.454,446.877,997.024,-2.976,0.15,0.15,0.00,95.49,7.799,8.24,
2019/09/12,09:18:05,0.0645,25.730,0.207,0.436,429.129,997.014,-2.986,0.19,0.19,-0.03,95.40,7.792,8.27,
2019/09/12,09:18:06,0.0645,25.726,0.199,0.418,411.793,997.009,-2.992,0.30,0.30,-0.01,95.45,7.795,8.26,
2019/09/12,09:18:07,0.0645,25.723,0.210,0.441,434.285,997.018,-2.983,0.12,0.12,0.01,95.44,7.792,8.27,
2019/09/12,09:18:08,0.0645,25.701,0.188,0.396,389.860,997.007,-2.993,0.20,0.20,-0.01,95.41,7.790,8.27,
2019/09/12,09:18:09,0.0645,25.691,0.196,0.412,405.654,997.016,-2.985,0.28,0.28,-0.03,95.54,7.803,8.27,
2019/09/12,09:18:10,0.0645,25.656,0.198,0.416,409.669,997.026,-2.974,0.10,0.10,-0.01,95.53,7.804,8.27,
2019/09/12,09:18:11,0.0645,25.658,0.201,0.421,415.012,997.028,-2.973,0.26,0.26,0.00,95.49,7.799,8.27,
