Date,Time,Depth [m]d,Temp,Salinity,Cond [mS/cm],EC25 [µS/cm],Density [kg/m^3],sT [ ],Chl-Flu. [ppb],Chl-a [µg/l],??????? [FTU],DO [%],Weiss-DO [mg/l],???? [V],G&G-DO [mg/l],B&K-DO [mg/l]
2022/09/06,09:26:32,2.0854,26.753,33.459,52.756,50797.105,1021.645,21.636,1.58,1.58,0.78,104.41,6.897,8.19,6.917,6.918
2022/09/06,09:26:32,2.0424,26.787,33.441,52.765,50769.421,1021.62,21.611,1.58,1.58,0.9,104.5,6.902,8.16,6.921,6.922
2022/09/06,09:26:32,2.0209,26.835,33.414,52.776,50728.863,1021.585,21.576,1.79,1.79,0.82,104.75,6.917,8.2,6.937,6.938
2022/09/06,09:26:32,1.9994,26.853,33.406,52.783,50715.589,1021.573,21.564,2.21,2.21,0.87,104.95,6.929,8.19,6.949,6.95
2022/09/06,09:26:32,1.9779,26.857,33.413,52.796,50724.355,1021.577,21.568,1.88,1.88,0.88,105.11,6.937,8.18,6.957,6.958
2022/09/06,09:26:33,1.9779,26.871,33.402,52.796,50708.768,1021.564,21.556,1.67,1.67,0.86,105.2,6.941,8.18,6.961,6.962
2022/09/06,09:26:33,1.9564,26.875,33.402,52.8,50707.433,1021.562,21.554,1.62,1.62,0.85,105.31,6.947,8.2,6.966,6.968
2022/09/06,09:26:33,1.9349,26.873,33.409,52.808,50718.363,1021.569,21.561,1.55,1.55,0.85,105.48,6.956,8.22,6.976,6.977
2022/09/06,09:26:33,1.8919,26.874,33.413,52.814,50722.395,1021.571,21.562,1.59,1.59,0.86,105.47,6.955,8.2,6.975,6.976
2022/09/06,09:26:33,1.8919,26.876,33.41,52.812,50718.36,1021.568,21.56,1.61,1.61,0.9,105.64,6.966,8.19,6.986,6.987
2022/09/06,09:26:33,1.8704,26.882,33.413,52.822,50722.697,1021.569,21.561,1.55,1.55,0.92,105.79,6.975,8.19,6.995,6.996
2022/09/06,09:26:33,1.8489,26.883,33.413,52.824,50722.352,1021.568,21.56,1.55,1.55,0.94,105.91,6.982,8.19,7.002,7.003
2022/09/06,09:26:33,1.8274,26.883,33.416,52.827,50726.139,1021.57,21.562,1.45,1.45,0.83,105.99,6.986,8.18,7.006,7.007
2022/09/06,09:26:33,1.8059,26.881,33.414,52.823,50723.846,1021.569,21.562,1.48,1.48,0.9,106.04,6.99,8.19,7.009,7.011
2022/09/06,09:26:33,1.7844,26.88,33.417,52.825,50727.164,1021.571,21.564,1.42,1.42,0.82,106.23,7.002,8.19,7.022,7.023
2022/09/06,09:26:34,1.7629,26.88,33.413,52.821,50722.414,1021.569,21.561,1.34,1.34,0.81,106.23,7.003,8.19,7.023,7.024
2022/09/06,09:26:34,1.7199,26.885,33.406,52.814,50711.744,1021.561,21.554,1.37,1.37,0.85,106.35,7.012,8.19,7.032,7.033
2022/09/06,09:26:34,1.7199,26.889,33.401,52.813,50705.148,1021.556,21.549,1.39,1.39,0.81,106.38,7.016,8.19,7.036,7.037
2022/09/06,09:26:34,1.6769,26.896,33.391,52.805,50690.313,1021.546,21.539,1.42,1.42,0.81,106.37,7.017,8.19,7.037,7.038
2022/09/06,09:26:34,1.6554,26.908,33.395,52.823,50694.999,1021.546,21.538,1.43,1.43,0.77,106.41,7.02,8.19,7.04,7.041
2022/09/06,09:26:34,1.6339,26.915,33.416,52.861,50723.082,1021.559,21.552,1.3,1.3,0.77,106.58,7.031,8.18,7.051,7.052
2022/09/06,09:26:34,1.6124,26.915,33.451,52.909,50770.725,1021.586,21.579,1.48,1.48,0.79,106.5,7.023,8.17,7.043,7.044
2022/09/06,09:26:34,1.5694,26.911,33.481,52.947,50810.891,1021.609,21.602,1.53,1.53,0.82,106.6,7.028,8.19,7.048,7.049
2022/09/06,09:26:34,1.5479,26.908,33.495,52.964,50830.577,1021.621,21.614,1.45,1.45,0.83,106.59,7.027,8.2,7.047,7.048
2022/09/06,09:26:34,1.5264,26.919,33.498,52.979,50832.892,1021.619,21.613,1.39,1.39,0.83,106.73,7.035,8.19,7.055,7.056
2022/09/06,09:26:35,1.4834,26.929,33.504,52.997,50839.587,1021.62,21.613,1.41,1.41,0.85,106.75,7.033,8.19,7.053,7.054
2022/09/06,09:26:35,1.4834,26.957,33.482,52.995,50807.736,1021.595,21.588,1.36,1.36,0.81,106.83,7.038,8.19,7.058,7.059
2022/09/06,09:26:35,1.4404,26.977,33.469,52.997,50787.951,1021.579,21.572,1.24,1.24,0.83,106.83,7.038,8.18,7.058,7.059
2022/09/06,09:26:35,1.4189,27,33.463,53.012,50777.53,1021.567,21.56,1.21,1.21,0.83,106.93,7.04,8.19,7.06,7.062
2022/09/06,09:26:35,1.3974,27.033,33.439,53.011,50742.08,1021.538,21.532,1.24,1.24,0.87,106.88,7.035,8.19,7.055,7.056
2022/09/06,09:26:35,1.3759,27.075,33.404,53.005,50691.452,1021.499,21.493,1.34,1.34,0.83,107.17,7.053,8.19,7.073,7.075
2022/09/06,09:26:35,1.3544,27.104,33.379,52.998,50654.141,1021.47,21.464,1.23,1.23,0.78,107.13,7.05,8.19,7.07,7.071
2022/09/06,09:26:35,1.3329,27.125,33.353,52.984,50617.471,1021.444,21.438,1.23,1.23,0.79,107.04,7.044,8.18,7.064,7.065
2022/09/06,09:26:35,1.3114,27.147,33.346,52.997,50605.936,1021.432,21.426,1.25,1.25,0.83,107.14,7.05,8.18,7.07,7.071
2022/09/06,09:26:35,1.2899,27.165,33.335,52.998,50588.662,1021.417,21.412,1.3,1.3,0.81,107.2,7.051,8.18,7.071,7.072
2022/09/06,09:26:36,1.2899,27.179,33.323,52.996,50571.963,1021.404,21.399,1.43,1.43,0.82,107.21,7.048,8.19,7.068,7.069
2022/09/06,09:26:36,1.2684,27.192,33.315,52.997,50558.855,1021.393,21.388,1.47,1.47,0.88,107.17,7.043,8.19,7.063,7.064
2022/09/06,09:26:36,1.2469,27.199,33.309,52.996,50549.881,1021.386,21.381,1.45,1.45,0.88,107.21,7.043,8.2,7.063,7.064
2022/09/06,09:26:36,1.2254,27.206,33.303,52.995,50541.789,1021.38,21.375,1.42,1.42,0.88,107.13,7.036,8.19,7.056,7.057
2022/09/06,09:26:36,1.2039,27.208,33.299,52.992,50536.321,1021.376,21.371,1.43,1.43,0.95,107.24,7.043,8.19,7.064,7.065
2022/09/06,09:26:36,1.1824,27.21,33.292,52.983,50527.097,1021.371,21.366,1.39,1.39,0.83,107.43,7.057,8.19,7.077,7.078
2022/09/06,09:26:36,1.1609,27.212,33.286,52.977,50518.761,1021.365,21.36,1.33,1.33,0.82,107.6,7.067,8.19,7.088,7.089
2022/09/06,09:26:36,1.1394,27.219,33.269,52.96,50494.706,1021.35,21.345,1.49,1.49,0.85,107.69,7.074,8.19,7.094,7.095
2022/09/06,09:26:36,1.1179,27.222,33.266,52.958,50489.832,1021.346,21.342,1.33,1.33,0.81,107.77,7.079,8.19,7.099,7.1
2022/09/06,09:26:36,1.0964,27.223,33.266,52.958,50489.438,1021.346,21.341,1.27,1.27,0.81,107.72,7.076,8.18,7.096,7.097
2022/09/06,09:26:37,1.0749,27.226,33.264,52.959,50486.516,1021.343,21.339,1.23,1.23,0.78,107.81,7.081,8.19,7.101,7.102
2022/09/06,09:26:37,1.0534,27.23,33.261,52.959,50482.38,1021.34,21.335,1.31,1.31,0.77,107.93,7.089,8.19,7.109,7.11
2022/09/06,09:26:37,1.0319,27.233,33.258,52.957,50477.776,1021.336,21.332,1.18,1.18,0.78,107.89,7.086,8.18,7.106,7.107
2022/09/06,09:26:37,1.0104,27.231,33.261,52.96,50482.76,1021.34,21.335,1.12,1.12,0.76,107.99,7.092,8.19,7.112,7.113
2022/09/06,09:26:37,0.9889,27.225,33.269,52.966,50494.286,1021.347,21.343,1.23,1.23,0.79,107.99,7.091,8.19,7.111,7.112
2022/09/06,09:26:37,0.9459,27.218,33.272,52.963,50498.316,1021.351,21.347,1.27,1.27,0.83,107.97,7.09,8.2,7.11,7.111
2022/09/06,09:26:37,0.9459,27.216,33.27,52.957,50495.827,1021.351,21.347,1.33,1.33,0.81,107.96,7.089,8.2,7.109,7.11
2022/09/06,09:26:37,0.9029,27.22,33.28,52.976,50509.262,1021.357,21.353,1.32,1.32,0.77,108.06,7.096,8.18,7.117,7.118
2022/09/06,09:26:37,0.8814,27.251,33.264,52.984,50483.955,1021.334,21.331,1.24,1.24,0.73,108.09,7.097,8.19,7.117,7.118
2022/09/06,09:26:37,0.8384,27.289,33.243,52.994,50453.098,1021.307,21.303,1.21,1.21,0.76,108.41,7.117,8.19,7.137,7.138
2022/09/06,09:26:38,0.8384,27.314,33.218,52.983,50415.764,1021.279,21.276,1.31,1.31,0.74,108.51,7.123,8.19,7.143,7.144
2022/09/06,09:26:38,0.8169,27.317,33.199,52.958,50390.078,1021.264,21.261,1.32,1.32,0.77,108.73,7.137,8.19,7.157,7.158
2022/09/06,09:26:38,0.7739,27.329,33.173,52.934,50353.789,1021.241,21.237,1.39,1.39,0.72,108.88,7.145,8.18,7.165,7.166
2022/09/06,09:26:38,0.7525,27.34,33.142,52.901,50310.845,1021.214,21.211,1.52,1.52,0.74,109.14,7.162,8.19,7.182,7.183
2022/09/06,09:26:38,0.7525,27.346,33.116,52.871,50276.098,1021.193,21.19,1.51,1.51,0.76,109.35,7.176,8.19,7.196,7.197
2022/09/06,09:26:38,0.7095,27.346,33.111,52.863,50269.029,1021.189,21.186,1.39,1.39,0.76,109.57,7.19,8.21,7.21,7.211
2022/09/06,09:26:38,0.7095,27.344,33.101,52.847,50255.666,1021.182,21.179,1.39,1.39,0.77,109.65,7.195,8.19,7.215,7.216
2022/09/06,09:26:38,0.688,27.341,33.099,52.842,50253.565,1021.181,21.178,1.36,1.36,0.74,109.84,7.208,8.19,7.228,7.229
2022/09/06,09:26:38,0.645,27.339,33.101,52.843,50256.208,1021.183,21.18,1.45,1.45,0.7,110.02,7.219,8.19,7.24,7.241
2022/09/06,09:26:38,0.6235,27.339,33.107,52.85,50263.53,1021.187,21.185,1.36,1.36,0.7,110.13,7.226,8.2,7.247,7.248
2022/09/06,09:26:39,0.602,27.335,33.122,52.868,50284.422,1021.2,21.197,1.29,1.29,0.76,110.21,7.23,8.18,7.251,7.252
2022/09/06,09:26:39,0.5805,27.333,33.135,52.884,50302.134,1021.21,21.208,1.28,1.28,0.78,110.26,7.233,8.19,7.254,7.255
2022/09/06,09:26:39,0.559,27.331,33.139,52.888,50308.178,1021.214,21.212,1.38,1.38,0.81,110.29,7.235,8.19,7.255,7.257
2022/09/06,09:26:39,0.5375,27.328,33.141,52.888,50311.324,1021.216,21.214,1.46,1.46,0.81,110.59,7.254,8.19,7.275,7.276
2022/09/06,09:26:39,0.516,27.326,33.14,52.884,50309.799,1021.216,21.214,1.32,1.32,0.76,110.75,7.266,8.17,7.286,7.287
2022/09/06,09:26:39,0.473,27.326,33.097,52.822,50251.225,1021.183,21.181,1.37,1.37,0.73,110.76,7.268,8.19,7.289,7.29
2022/09/06,09:26:39,0.4515,27.322,33.046,52.747,50183.278,1021.146,21.144,1.3,1.3,0.72,110.81,7.273,8.19,7.294,7.295
2022/09/06,09:26:39,0.43,27.32,33.023,52.711,50151.519,1021.129,21.127,1.25,1.25,0.7,110.74,7.271,8.19,7.291,7.292
2022/09/06,09:26:39,0.4085,27.319,32.992,52.667,50110.954,1021.107,21.105,1.32,1.32,0.7,110.79,7.275,8.2,7.296,7.297
2022/09/06,09:26:39,0.387,27.311,32.908,52.54,49998.006,1021.046,21.044,1.34,1.34,0.77,110.76,7.278,8.19,7.299,7.3
2022/09/06,09:26:40,0.3655,27.303,32.846,52.443,49914.27,1021.002,21,1.24,1.24,0.77,110.8,7.283,8.21,7.304,7.305
2022/09/06,09:26:40,0.344,27.291,32.52,51.967,49473.457,1020.76,20.758,1.3,1.3,0.78,110.96,7.307,8.18,7.328,7.329
2022/09/06,09:26:40,0.3225,27.276,32.192,51.485,49029.763,1020.518,20.517,1.42,1.42,0.81,110.99,7.323,8.21,7.344,7.345
2022/09/06,09:26:40,0.301,27.263,31.737,50.823,48412.67,1020.18,20.179,1.36,1.36,0.86,111.13,7.351,8.19,7.372,7.373
2022/09/06,09:26:40,0.258,27.256,31.62,50.649,48254.403,1020.094,20.093,1.33,1.33,0.85,111.19,7.359,8.19,7.38,7.381
2022/09/06,09:26:40,0.2365,27.253,31.527,50.514,48128.216,1020.026,20.025,1.38,1.38,0.77,111.06,7.355,8.19,7.376,7.377
2022/09/06,09:26:40,0.2365,27.25,31.26,50.129,47764.719,1019.826,19.825,1.21,1.21,0.83,111.13,7.37,8.21,7.391,7.392
2022/09/06,09:26:40,0.215,27.248,31.081,49.871,47520.145,1019.692,19.691,1.29,1.29,0.9,111.14,7.379,8.18,7.4,7.401
2022/09/06,09:26:40,0.1935,27.247,30.906,49.619,47281.836,1019.561,19.56,1.38,1.38,0.86,111.01,7.377,8.19,7.398,7.399
2022/09/06,09:26:40,0.1505,27.245,30.693,49.312,46991.16,1019.401,19.401,1.4,1.4,0.83,110.98,7.385,8.19,7.406,7.407
2022/09/06,09:26:41,0.1505,27.242,30.652,49.25,46935.125,1019.371,19.371,1.58,1.58,0.82,110.83,7.377,8.19,7.398,7.399
2022/09/06,09:26:41,0.129,27.242,30.558,49.115,46806.632,1019.301,19.3,1.45,1.45,0.85,110.42,7.354,8.19,7.375,7.376
2022/09/06,09:26:41,0.1075,27.239,30.582,49.147,46839.059,1019.319,19.319,1.39,1.39,0.85,110.06,7.331,8.19,7.352,7.352
2022/09/06,09:26:41,0.1075,27.239,30.632,49.218,46907.603,1019.357,19.356,1.38,1.38,0.82,109.62,7.3,8.21,7.321,7.322
2022/09/06,09:26:41,0.1075,27.237,30.877,49.567,47242.668,1019.542,19.541,1.28,1.28,0.81,109.18,7.262,8.19,7.283,7.284
2022/09/06,09:26:41,0.1075,27.238,26.646,43.439,41400.573,1016.367,16.366,1.34,1.34,0.86,108.96,7.422,8.19,7.444,7.444
