Date,Time,Depth [m]d,Temp,Salinity,Cond [mS/cm],EC25 [µS/cm],Density [kg/m^3],sT [ ],Chl-Flu. [ppb],Chl-a [µg/l],??????? [FTU],DO [%],Weiss-DO [mg/l],???? [V],G&G-DO [mg/l],B&K-DO [mg/l]
2022/09/06,09:26:01,9.5669,25.219,33.767,51.629,51382.409,1022.385,22.343,1.95,1.95,2.06,83.99,5.671,8.2,5.686,5.687
2022/09/06,09:26:01,9.5454,25.23,33.753,51.623,51362.898,1022.371,22.329,1.66,1.66,2.28,84,5.673,8.2,5.689,5.69
2022/09/06,09:26:01,9.5024,25.247,33.752,51.638,51359.599,1022.365,22.324,1.64,1.64,2.19,83.96,5.672,8.2,5.688,5.689
2022/09/06,09:26:01,9.4594,25.254,33.753,51.647,51360.18,1022.363,22.322,1.76,1.76,2.22,83.92,5.669,8.2,5.685,5.686
2022/09/06,09:26:01,9.4379,25.258,33.76,51.661,51369.351,1022.367,22.326,2.27,2.27,2.13,83.95,5.67,8.2,5.686,5.687
2022/09/06,09:26:02,9.3949,25.261,33.765,51.671,51375.301,1022.37,22.329,2.59,2.59,2.17,83.91,5.667,8.2,5.683,5.684
2022/09/06,09:26:02,9.3734,25.273,33.757,51.671,51363.367,1022.36,22.32,2.19,2.19,2.01,83.95,5.669,8.2,5.685,5.686
2022/09/06,09:26:02,9.3304,25.282,33.75,51.67,51352.267,1022.352,22.311,2.46,2.46,2.05,83.91,5.665,8.2,5.681,5.682
2022/09/06,09:26:02,9.3089,25.288,33.74,51.663,51338.142,1022.342,22.302,2.31,2.31,2.23,84.01,5.672,8.2,5.687,5.688
2022/09/06,09:26:02,9.2874,25.294,33.734,51.662,51329.984,1022.336,22.296,2.01,2.01,2.45,83.98,5.669,8.2,5.685,5.686
2022/09/06,09:26:02,9.2874,25.307,33.73,51.67,51322.462,1022.329,22.288,2.44,2.44,2.35,84.1,5.677,8.2,5.692,5.693
2022/09/06,09:26:02,9.2444,25.317,33.734,51.685,51327.13,1022.329,22.289,1.97,1.97,2.53,84.05,5.673,8.2,5.688,5.689
2022/09/06,09:26:02,9.2229,25.323,33.745,51.705,51340.399,1022.335,22.295,1.95,1.95,2.19,84.12,5.677,8.19,5.693,5.694
2022/09/06,09:26:02,9.2014,25.329,33.753,51.723,51351.671,1022.34,22.3,1.87,1.87,2.24,84.16,5.679,8.22,5.695,5.696
2022/09/06,09:26:02,9.1799,25.335,33.755,51.733,51353.704,1022.339,22.299,1.82,1.82,2.06,84.21,5.682,8.19,5.697,5.698
2022/09/06,09:26:03,9.1584,25.339,33.758,51.739,51356.208,1022.339,22.3,1.81,1.81,1.96,84.1,5.673,8.19,5.688,5.689
2022/09/06,09:26:03,9.1369,25.341,33.759,51.743,51357.916,1022.34,22.3,1.72,1.72,2.1,84.11,5.672,8.2,5.688,5.689
2022/09/06,09:26:03,9.1154,25.344,33.756,51.743,51353.596,1022.337,22.297,1.91,1.91,1.96,84.18,5.675,8.2,5.69,5.691
2022/09/06,09:26:03,9.0724,25.357,33.747,51.742,51339.297,1022.325,22.286,2.04,2.04,2.06,84.22,5.677,8.22,5.692,5.693
2022/09/06,09:26:03,9.0509,25.37,33.744,51.751,51333.684,1022.319,22.28,2.01,2.01,2.19,84.17,5.671,8.19,5.687,5.688
2022/09/06,09:26:03,9.0294,25.386,33.749,51.775,51339.027,1022.318,22.279,1.97,1.97,2.27,84.17,5.669,8.22,5.685,5.686
2022/09/06,09:26:03,9.0079,25.4,33.749,51.789,51337.053,1022.313,22.274,2.07,2.07,2.24,84.25,5.674,8.19,5.69,5.69
2022/09/06,09:26:03,8.9649,25.421,33.744,51.805,51328.854,1022.303,22.265,2.62,2.62,2.06,84.34,5.679,8.19,5.695,5.695
2022/09/06,09:26:03,8.9649,25.438,33.739,51.814,51320.085,1022.295,22.256,2.78,2.78,2.1,84.37,5.679,8.18,5.695,5.696
2022/09/06,09:26:03,8.9219,25.446,33.746,51.831,51327.992,1022.297,22.258,2.71,2.71,2.1,84.42,5.681,8.2,5.697,5.698
2022/09/06,09:26:04,8.8789,25.456,33.741,51.835,51320.725,1022.29,22.252,2.65,2.65,2.08,84.43,5.68,8.2,5.696,5.697
2022/09/06,09:26:04,8.8789,25.475,33.728,51.837,51301.021,1022.275,22.236,2.07,2.07,2.03,84.53,5.685,8.22,5.7,5.701
2022/09/06,09:26:04,8.8359,25.494,33.718,51.843,51284.774,1022.261,22.222,2.54,2.54,1.95,84.62,5.69,8.19,5.706,5.707
2022/09/06,09:26:04,8.8145,25.505,33.714,51.848,51277.845,1022.254,22.216,2.64,2.64,2.13,84.72,5.696,8.2,5.712,5.713
2022/09/06,09:26:04,8.7715,25.514,33.708,51.848,51268.48,1022.247,22.209,2.4,2.4,2.29,84.8,5.702,8.19,5.718,5.719
2022/09/06,09:26:04,8.7715,25.528,33.703,51.856,51260.086,1022.238,22.2,2.16,2.16,2.26,84.94,5.711,8.19,5.727,5.728
2022/09/06,09:26:04,8.707,25.541,33.713,51.882,51271.943,1022.242,22.204,2.34,2.34,2.5,84.96,5.71,8.19,5.726,5.727
2022/09/06,09:26:04,8.707,25.566,33.723,51.922,51283.299,1022.242,22.204,2.41,2.41,2.59,84.95,5.709,8.19,5.725,5.726
2022/09/06,09:26:04,8.664,25.608,33.71,51.946,51261.036,1022.219,22.182,2.8,2.8,2.81,85.04,5.716,8.19,5.732,5.733
2022/09/06,09:26:04,8.6425,25.631,33.7,51.956,51245.307,1022.205,22.167,3.25,3.25,2.58,85.1,5.718,8.19,5.734,5.735
2022/09/06,09:26:05,8.621,25.648,33.698,51.971,51240.294,1022.197,22.16,2.92,2.92,2.63,85.12,5.718,8.2,5.734,5.735
2022/09/06,09:26:05,8.5995,25.69,33.652,51.949,51173.043,1022.15,22.112,3.11,3.11,2.64,85.28,5.729,8.19,5.745,5.746
2022/09/06,09:26:05,8.578,25.731,33.646,51.983,51160.361,1022.132,22.095,3.41,3.41,2.8,85.39,5.734,8.16,5.75,5.751
2022/09/06,09:26:05,8.5565,25.754,33.63,51.984,51135.739,1022.113,22.076,3.51,3.51,2.77,85.5,5.741,8.19,5.757,5.758
2022/09/06,09:26:05,8.535,25.766,33.618,51.98,51118.741,1022.1,22.063,3.21,3.21,2.86,85.62,5.746,8.19,5.762,5.763
2022/09/06,09:26:05,8.5135,25.77,33.614,51.979,51112.805,1022.096,22.059,2.8,2.8,2.76,85.74,5.753,8.2,5.769,5.77
2022/09/06,09:26:05,8.492,25.769,33.62,51.986,51120.515,1022.1,22.064,2.81,2.81,2.71,85.82,5.756,8.2,5.772,5.773
2022/09/06,09:26:05,8.4705,25.768,33.623,51.989,51124.619,1022.103,22.066,3.08,3.08,2.77,85.89,5.759,8.19,5.775,5.776
2022/09/06,09:26:05,8.449,25.773,33.621,51.991,51121.665,1022.1,22.063,2.71,2.71,2.97,85.86,5.755,8.21,5.771,5.772
2022/09/06,09:26:05,8.449,25.777,33.621,51.995,51121.084,1022.099,22.062,2.54,2.54,3.03,85.97,5.762,8.2,5.778,5.779
2022/09/06,09:26:06,8.406,25.78,33.615,51.99,51112.662,1022.093,22.056,2.54,2.54,3.3,85.96,5.76,8.18,5.777,5.777
2022/09/06,09:26:06,8.406,25.784,33.611,51.989,51107.167,1022.089,22.052,3.14,3.14,3.03,86,5.762,8.21,5.778,5.779
2022/09/06,09:26:06,8.3845,25.784,33.616,51.995,51113.709,1022.093,22.056,4.17,4.17,2.97,86.09,5.767,8.2,5.783,5.784
2022/09/06,09:26:06,8.363,25.78,33.621,51.998,51120.837,1022.097,22.061,3.61,3.61,3.1,86.17,5.773,8.22,5.789,5.79
2022/09/06,09:26:06,8.3415,25.776,33.625,52,51127.466,1022.102,22.066,3.06,3.06,3.01,86.13,5.77,8.22,5.786,5.787
2022/09/06,09:26:06,8.32,25.774,33.627,52,51129.5,1022.103,22.067,2.7,2.7,2.96,86.19,5.775,8.22,5.791,5.792
2022/09/06,09:26:06,8.2985,25.776,33.624,51.998,51125.55,1022.101,22.065,2.92,2.92,2.87,86.2,5.776,8.22,5.792,5.793
2022/09/06,09:26:06,8.277,25.776,33.626,52.002,51128.44,1022.102,22.066,2.99,2.99,2.81,86.29,5.783,8.19,5.799,5.8
2022/09/06,09:26:06,8.2555,25.774,33.627,52,51129.483,1022.103,22.067,2.95,2.95,2.83,86.29,5.784,8.2,5.8,5.801
2022/09/06,09:26:06,8.234,25.774,33.624,51.996,51125.371,1022.101,22.065,2.87,2.87,2.78,86.27,5.784,8.19,5.8,5.801
2022/09/06,09:26:07,8.191,25.775,33.614,51.984,51112.376,1022.093,22.058,3.27,3.27,2.78,86.33,5.789,8.19,5.805,5.806
2022/09/06,09:26:07,8.1695,25.776,33.607,51.974,51102.202,1022.087,22.052,3.16,3.16,2.83,86.32,5.791,8.2,5.807,5.808
2022/09/06,09:26:07,8.148,25.777,33.596,51.961,51087.736,1022.079,22.044,3.36,3.36,2.82,86.3,5.79,8.19,5.806,5.807
2022/09/06,09:26:07,8.105,25.779,33.595,51.961,51085.662,1022.077,22.042,3.06,3.06,2.8,86.25,5.789,8.19,5.805,5.806
2022/09/06,09:26:07,8.0835,25.779,33.598,51.965,51089.643,1022.079,22.044,2.99,2.99,2.76,86.3,5.793,8.19,5.809,5.81
2022/09/06,09:26:07,8.062,25.78,33.6,51.969,51092.342,1022.08,22.045,3.27,3.27,2.73,86.32,5.795,8.2,5.811,5.812
2022/09/06,09:26:07,8.019,25.781,33.595,51.964,51085.905,1022.076,22.041,3.04,3.04,2.81,86.25,5.789,8.19,5.805,5.806
2022/09/06,09:26:07,7.9975,25.781,33.594,51.962,51084.097,1022.075,22.04,2.9,2.9,2.83,86.23,5.787,8.19,5.803,5.804
2022/09/06,09:26:07,7.9545,25.78,33.603,51.974,51097.223,1022.083,22.048,2.85,2.85,2.92,86.26,5.788,8.22,5.804,5.805
2022/09/06,09:26:07,7.933,25.775,33.613,51.983,51111.336,1022.092,22.057,3.13,3.13,2.94,86.22,5.784,8.2,5.8,5.801
2022/09/06,09:26:08,7.9115,25.787,33.615,51.997,51111.75,1022.089,22.054,3.14,3.14,2.96,86.15,5.776,8.19,5.793,5.793
2022/09/06,09:26:08,7.8685,25.806,33.607,52.006,51099.873,1022.077,22.043,3.4,3.4,3.09,86.11,5.771,8.2,5.788,5.788
2022/09/06,09:26:08,7.847,25.812,33.61,52.015,51102.479,1022.077,22.043,3.36,3.36,3.12,86.15,5.772,8.2,5.789,5.79
2022/09/06,09:26:08,7.8255,25.814,33.612,52.02,51104.847,1022.078,22.044,3.32,3.32,3.35,86.19,5.775,8.19,5.791,5.792
2022/09/06,09:26:08,7.804,25.82,33.614,52.029,51106.871,1022.077,22.044,3.23,3.23,3.36,86.22,5.775,8.19,5.791,5.792
2022/09/06,09:26:08,7.7825,25.832,33.611,52.037,51101.233,1022.071,22.037,3.41,3.41,3.33,86.24,5.775,8.2,5.792,5.792
2022/09/06,09:26:08,7.7395,25.845,33.604,52.041,51090.244,1022.062,22.028,3.33,3.33,3.18,86.15,5.769,8.2,5.785,5.786
2022/09/06,09:26:08,7.718,25.857,33.601,52.048,51085.322,1022.056,22.022,3.6,3.6,3.15,86.04,5.761,8.22,5.777,5.778
2022/09/06,09:26:08,7.6965,25.862,33.597,52.049,51079.813,1022.051,22.018,3.76,3.76,2.97,85.97,5.755,8.19,5.772,5.772
2022/09/06,09:26:08,7.675,25.866,33.599,52.055,51081.708,1022.051,22.018,3.23,3.23,2.96,85.98,5.756,8.19,5.772,5.773
2022/09/06,09:26:09,7.6535,25.874,33.597,52.061,51078.48,1022.047,22.014,3.14,3.14,2.99,85.85,5.746,8.2,5.763,5.764
2022/09/06,09:26:09,7.632,25.879,33.597,52.065,51077.233,1022.045,22.012,2.93,2.93,2.85,85.8,5.743,8.2,5.759,5.76
2022/09/06,09:26:09,7.589,25.882,33.597,52.069,51077.97,1022.045,22.012,3.2,3.2,2.72,85.72,5.737,8.2,5.753,5.754
2022/09/06,09:26:09,7.589,25.881,33.601,52.073,51082.571,1022.048,22.015,3.29,3.29,2.8,85.54,5.725,8.19,5.742,5.742
2022/09/06,09:26:09,7.546,25.883,33.6,52.073,51080.649,1022.046,22.013,3.54,3.54,2.73,85.49,5.721,8.2,5.737,5.738
2022/09/06,09:26:09,7.546,25.891,33.596,52.077,51075.549,1022.041,22.008,3.6,3.6,2.76,85.35,5.713,8.22,5.729,5.73
2022/09/06,09:26:09,7.5245,25.901,33.594,52.083,51070.871,1022.036,22.004,3.48,3.48,2.67,85.19,5.702,8.2,5.718,5.719
2022/09/06,09:26:09,7.503,25.906,33.592,52.085,51067.191,1022.033,22,3.53,3.53,2.55,85.22,5.703,8.2,5.719,5.72
2022/09/06,09:26:09,7.4815,25.91,33.594,52.092,51069.69,1022.033,22.001,3.39,3.39,2.85,85.12,5.696,8.2,5.712,5.713
2022/09/06,09:26:09,7.4385,25.914,33.591,52.092,51065.216,1022.029,21.997,3.56,3.56,2.65,85.11,5.695,8.2,5.711,5.712
2022/09/06,09:26:10,7.417,25.918,33.587,52.09,51059.583,1022.025,21.993,3.79,3.79,2.85,85.04,5.69,8.2,5.706,5.707
2022/09/06,09:26:10,7.3955,25.92,33.585,52.091,51057.21,1022.023,21.991,3.88,3.88,2.67,85.11,5.695,8.2,5.711,5.712
2022/09/06,09:26:10,7.374,25.925,33.584,52.094,51054.718,1022.02,21.988,3.66,3.66,2.55,85.04,5.689,8.16,5.705,5.706
2022/09/06,09:26:10,7.3525,25.931,33.583,52.098,51052.633,1022.018,21.986,3.11,3.11,2.53,84.99,5.685,8.21,5.701,5.702
2022/09/06,09:26:10,7.331,25.933,33.584,52.101,51053.53,1022.018,21.986,3.17,3.17,2.69,84.89,5.677,8.2,5.693,5.694
2022/09/06,09:26:10,7.3095,25.937,33.581,52.101,51049.117,1022.014,21.983,3.29,3.29,2.51,84.93,5.679,8.19,5.695,5.696
2022/09/06,09:26:10,7.288,25.948,33.576,52.106,51041.545,1022.007,21.975,3.7,3.7,2.46,84.95,5.68,8.2,5.696,5.697
2022/09/06,09:26:10,7.2665,25.951,33.574,52.105,51038.111,1022.004,21.973,4.04,4.04,2.46,84.98,5.681,8.2,5.697,5.698
2022/09/06,09:26:10,7.2235,25.95,33.575,52.107,51039.377,1022.005,21.974,3.51,3.51,2.46,85.1,5.69,8.19,5.706,5.707
2022/09/06,09:26:10,7.2021,25.954,33.573,52.109,51037.45,1022.003,21.972,3.78,3.78,2.38,85.19,5.696,8.2,5.712,5.713
2022/09/06,09:26:11,7.1806,25.956,33.577,52.116,51041.772,1022.005,21.974,4.02,4.02,2.46,85.17,5.695,8.2,5.711,5.712
2022/09/06,09:26:11,7.1376,25.957,33.581,52.123,51047.455,1022.007,21.976,4.03,4.03,2.58,85.26,5.7,8.19,5.716,5.717
2022/09/06,09:26:11,7.1161,25.96,33.588,52.134,51055.921,1022.011,21.981,4.15,4.15,2.56,85.29,5.702,8.2,5.718,5.718
2022/09/06,09:26:11,7.0946,25.972,33.584,52.141,51049.271,1022.005,21.974,3.45,3.45,2.62,85.38,5.708,8.19,5.724,5.725
2022/09/06,09:26:11,7.0731,25.98,33.581,52.145,51044.442,1022,21.969,3.56,3.56,2.56,85.44,5.712,8.2,5.728,5.729
2022/09/06,09:26:11,7.0301,25.993,33.579,52.155,51040.524,1021.994,21.964,3.9,3.9,2.77,85.51,5.715,8.19,5.732,5.732
2022/09/06,09:26:11,7.0086,26.004,33.572,52.157,51029.629,1021.985,21.955,3.63,3.63,2.67,85.57,5.72,8.2,5.736,5.737
2022/09/06,09:26:11,6.9871,26.007,33.572,52.159,51029.264,1021.984,21.954,4.35,4.35,2.63,85.64,5.723,8.19,5.74,5.74
2022/09/06,09:26:11,6.9441,26.014,33.571,52.166,51027.501,1021.981,21.951,4.35,4.35,2.68,85.69,5.725,8.22,5.741,5.742
2022/09/06,09:26:11,6.9226,26.024,33.566,52.169,51019.574,1021.974,21.944,3.88,3.88,2.62,85.68,5.724,8.19,5.74,5.741
2022/09/06,09:26:12,6.9011,26.039,33.557,52.171,51005.483,1021.963,21.933,3.58,3.58,2.69,85.79,5.731,8.2,5.747,5.748
2022/09/06,09:26:12,6.8796,26.048,33.548,52.169,50992.928,1021.953,21.923,3.83,3.83,2.8,85.84,5.735,8.19,5.751,5.752
2022/09/06,09:26:12,6.8581,26.049,33.551,52.174,50996.99,1021.955,21.926,4.1,4.1,2.77,85.81,5.733,8.2,5.749,5.75
2022/09/06,09:26:12,6.8366,26.051,33.551,52.176,50996.59,1021.954,21.925,4.06,4.06,2.85,85.81,5.733,8.19,5.749,5.75
2022/09/06,09:26:12,6.8151,26.052,33.552,52.178,50997.703,1021.955,21.925,3.99,3.99,2.82,85.84,5.733,8.2,5.749,5.75
2022/09/06,09:26:12,6.7936,26.059,33.55,52.183,50994.705,1021.951,21.922,3.81,3.81,2.73,85.83,5.732,8.2,5.748,5.749
2022/09/06,09:26:12,6.7721,26.063,33.549,52.184,50991.767,1021.948,21.919,4.1,4.1,2.62,85.89,5.734,8.21,5.751,5.751
2022/09/06,09:26:12,6.7506,26.072,33.542,52.184,50981.952,1021.941,21.911,4.03,4.03,2.6,85.85,5.732,8.18,5.748,5.749
2022/09/06,09:26:12,6.7506,26.077,33.539,52.185,50976.994,1021.937,21.907,3.69,3.69,2.6,85.86,5.732,8.2,5.748,5.749
2022/09/06,09:26:12,6.7291,26.082,33.538,52.189,50975.331,1021.934,21.905,3.78,3.78,2.64,85.84,5.731,8.19,5.747,5.748
2022/09/06,09:26:13,6.7076,26.086,33.536,52.19,50972.531,1021.932,21.903,5.01,5.01,2.71,85.96,5.739,8.19,5.755,5.756
2022/09/06,09:26:13,6.7076,26.088,33.535,52.191,50971.171,1021.93,21.901,4.52,4.52,2.63,85.92,5.736,8.22,5.753,5.753
2022/09/06,09:26:13,6.6861,26.091,33.535,52.194,50971.094,1021.93,21.901,4.19,4.19,2.56,85.84,5.73,8.2,5.746,5.747
2022/09/06,09:26:13,6.6646,26.095,33.533,52.194,50966.768,1021.926,21.897,3.93,3.93,2.71,85.89,5.733,8.2,5.75,5.75
2022/09/06,09:26:13,6.6646,26.092,33.531,52.19,50965.353,1021.926,21.897,4.01,4.01,2.82,85.84,5.729,8.19,5.745,5.746
2022/09/06,09:26:13,6.6216,26.093,33.526,52.183,50958.342,1021.922,21.893,3.97,3.97,2.99,85.79,5.725,8.2,5.741,5.742
2022/09/06,09:26:13,6.6001,26.091,33.525,52.18,50956.532,1021.921,21.893,3.85,3.85,2.78,85.74,5.721,8.19,5.737,5.738
2022/09/06,09:26:13,6.5786,26.088,33.525,52.177,50957.107,1021.922,21.894,4.37,4.37,2.8,85.76,5.722,8.19,5.738,5.739
2022/09/06,09:26:13,6.5571,26.085,33.526,52.175,50958.806,1021.924,21.895,3.84,3.84,2.86,85.7,5.718,8.19,5.734,5.735
2022/09/06,09:26:13,6.5571,26.083,33.526,52.173,50959.219,1021.925,21.896,4.03,4.03,2.8,85.8,5.725,8.19,5.741,5.742
2022/09/06,09:26:14,6.5356,26.08,33.525,52.169,50958.047,1021.924,21.896,4.67,4.67,2.87,85.74,5.721,8.2,5.738,5.738
2022/09/06,09:26:14,6.4926,26.078,33.524,52.165,50956.377,1021.924,21.896,4.8,4.8,2.95,85.75,5.723,8.2,5.739,5.74
2022/09/06,09:26:14,6.4711,26.074,33.527,52.166,50961.978,1021.928,21.9,4.7,4.7,2.86,85.68,5.718,8.21,5.734,5.735
